市区町村,15以上65歳未満人口比率,15歳未満人口比率,15歳未満人口（男）比率,1人1日当たりの排出量,1人当たりの労働生産性（第1次産業）,1人当たりの労働生産性（第2次産業）,1人当たりの労働生産性（第3次産業）,65歳以上の世帯員のいる世帯数割合,65歳以上人口比率,ゴミ処理直後資源化率,リサイクル率,一人当たりの労働生産性（サービス業）,一人当たりの労働生産性（不動産業、物品賃貸業）,一人当たりの労働生産性（医療、福祉）,一人当たりの労働生産性（卸売業、小売業）,一人当たりの労働生産性（学術研究、専門・技術サービス業）,一人当たりの労働生産性（宿泊業、飲食サービス業）,一人当たりの労働生産性（建設業）,一人当たりの労働生産性（教育、学習支援業）,一人当たりの労働生産性（製造業）,一人当たりの労働生産性（複合サービス業）,一人当たりの労働生産性（農業漁業）,一人当たりの労働生産性（金融業、保険業）,一人当たりの労働生産性（電気・ガス・熱供給・水道業）,一般世帯人員数（一般世帯当たり）,中学校生徒数（中学校教員当たり）,人口一人当たりの市内総生産,保健所数密度,公債費割合（歳出比）,労働力人口割合（男）（総人口比）,労働力人口割合（総人口比）,労働費割合（歳出比）,医師数（10万人当たり）,合計特殊出生率,商業・近隣商業地域面積割合,商業地域面積割合,図書館数密度,国民健康保険被保険者割合,地方債割合（歳入比）,地方債現在高（歳入比）,地方債現在高（歳出比）,売上金額（民営）の建築業の割合,売上金額（民営）の情報通信料の割合,売上金額（民営）の教育、学習支援業の割合,売上金額（民営）の生活関連サービス業、娯楽業の割合,売上金額（民営）の複合サービス業の割合,売上金額（民営）の農林漁業の割合,売上金額（民営）の運輸業、郵便行の割合,売上金額（民営）の電気・ガス・熱供給・水道業の割合,外国人人口比率,子ども向け施設数割合（児童福祉、母子・父子福祉、婦人保護施設）,子供施設数（10万人当たり）,実質公債費比率,実質収支比率,将来負担比率,小学高児童数（小学校教員当たり）,工業・準工業地域面積割合,工業地域面積割合,工業専用地域面積割合,平均寿命（女）,平均寿命（男）,投資的経費割合（歳出比）,持ち家一般世帯比率,昼夜間人口比率,最終学歴人口割合（小・中学校）,最終学歴人口割合（高専・短大・大学・大学院）,死亡率,母子世帯割合（世帯比）,水洗化率,準工業地域面積割合,災害復旧費割合（歳出比）,病院数密度,病院病床数（病院数当たり）,県内他市区町村への通勤・通学者比率,第1次産業の売上割合,納税対象者割合,経常収支比率,総人口（日本人）比率,総面積における道路面積比率,耕地面積割合,自市区町村内通勤・通学者比率,薬剤師数（10万人当たり）,薬剤師数（医療施設数当たり）,衛生費割合（歳出比）,転入超過率,農林水産業費割合（歳出比）,近隣商業地域面積割合,障害者支援施設等数密度,雇用者数比率（正規）,雇用者数比（女）（正規）,非水洗化人口比率,高齢者向け施設数割合（介護老人福祉施設、老人ホーム）,高齢者用施設数（65歳以上）
札幌市,0.810550637,0.418560524,0.412210596,0.609436348,0.613392352,0.498151678,0.741550047,0.322253395,0.293115496,0.335320344,0.553155333,0.546738322,0.71149876,0.587453931,0.802227376,0.628289022,0.618135382,0.738095723,0.728430505,0.444621442,0.562979375,0.348732026,0.628573418,0.5,0.211330114,0.720514204,0.661137969,0.632820111,0.422384365,0.376938061,0.42948454,0.442801126,0.8982893,0,0.940437472,0.937996291,0.456378458,0.305974891,0.479594539,0.603645843,0.584299031,0.451747956,0.933590341,0.737118598,0.527765546,0.412967588,0.361198379,0.477429669,0.57259918,0.365758617,0.546654088,0.340790795,0.403578917,0.240293354,0.653021724,0.74476761,0.774177521,0.54781381,0.519731172,0.550458324,0.56979519,0.321244005,0.086420349,0.617080303,0.246834784,0.737834863,0.293134363,0.708770971,0.225883324,0.925564387,0.351917232,0.93950123,0.594190394,0.634747254,0.361198379,0.593126654,0.723432415,0.634502662,0.665948146,0.304406586,0.350602275,0.797037159,0.721169807,0.26297024,0.69694027,0.258323729,0.932324004,0.981176693,0.313260487,0.366967429,0.295214104,0.521407176,0.361332811
函館市,0.5785806,0.346870707,0.584561318,0.802713655,0.702845152,0.482299855,0.581881581,0.538918977,0.490879014,0.335320344,0.388591637,0.468295916,0.567806746,0.60661526,0.557289347,0.504494538,0.502313064,0.543142323,0.834660607,0.507442483,0.509639129,0.386675967,0.597160301,0.5,0.225699913,0.571852336,0.532834232,0.445991698,0.52224141,0.252826272,0.341583984,0.537405424,0.828674743,0.233605569,0.940437472,0.937996291,0.359111699,0.433038093,0.547683345,0.637326517,0.613492197,0.460036068,0.933590341,0.77469121,0.712766637,0.47332989,0.370977123,0.664564795,0.865188241,0.323033621,0.59810731,0.455230487,0.364098882,0.250822472,0.633354233,0.607910498,0.879080737,0.785791432,0.589303814,0.182466016,0.067492316,0.332914469,0.191204923,0.662546244,0.409162029,0.426662015,0.509050057,0.909070118,0.242672464,0.925564387,0.356909678,0.936246642,0.652219618,0.210567672,0.370977123,0.50790808,0.516399289,0.677176918,0.392572903,0.310118394,0.698661503,0.747369438,0.667886554,0.550465811,0.491283302,0.292141749,0.932324004,0.732396738,0.296819522,0.369506974,0.473778522,0.478234936,0.436842901
小樽市,0.469542946,0.258492146,0.345853222,0.716296398,0.791236474,0.469599089,0.581737865,0.694129126,0.606517272,0.335320344,0.452903886,0.325937817,0.552322688,0.550551713,0.460334811,0.503524987,0.666203779,0.520651738,0.559482712,0.468546487,0.484450365,0.38949868,0.905822844,0.5,0.261586039,0.524953465,0.538026175,0.464333665,0.530649883,0.16480217,0.235553535,0.468632943,0.704205773,0.153394107,0.787009011,0.741783595,0.387740197,0.353271838,0.529792761,0.476635016,0.459188895,0.41801462,0.577701435,0.680158552,0.588394032,0.486475047,0.386380284,0.738254795,0.865188241,0.339834299,0.542101421,0.371162405,0.631685782,0.371907326,0.676622713,0.523275799,0.94388356,0.908945493,0.890065047,0.386906187,0.177165432,0.236064301,0.360648518,0.638730751,0.451811076,0.488459908,0.578533528,0.852297044,0.232452988,0.925564387,0.36543743,0.870886756,0.622399574,0.310562393,0.386380284,0.4959735,0.846358334,0.660396192,0.455307132,0.278582059,0.596354655,0.916824634,0.80627724,0.547283612,0.367889122,0.271709414,0.838085639,0.679213933,0.256958677,0.388280032,0.340309426,0.43688443,0.393819319
旭川市,0.579943571,0.407973041,0.451163785,0.562975456,0.620437886,0.454819398,0.575385624,0.502870467,0.463456713,0.404678581,0.520999209,0.518098776,0.55156311,0.645809508,0.509134757,0.565424126,0.507614862,0.574268799,0.762745399,0.4614037,0.513470708,0.389052756,0.578996906,0.5,0.248313224,0.581331167,0.526669141,0.453833311,0.497608543,0.305053901,0.365457071,0.475814766,0.98618575,0.323843465,0.582406401,0.654594835,0.398196462,0.392306275,0.558258835,0.675131382,0.657193353,0.476199392,0.933590341,0.906256827,0.684070756,0.358682674,0.393301589,0.524501689,0.865188241,0.296654657,0.56025098,0.362320735,0.394805576,0.313997178,0.690568751,0.568620148,0.619610896,0.579604094,0.698549255,0.562140619,0.440380913,0.40302522,0.246628779,0.614915258,0.443844706,0.470116726,0.402438898,0.887719059,0.255081828,0.690186417,0.356067135,0.648035073,0.59478868,0.197899315,0.393301589,0.499111938,0.610211174,0.703524555,0.54495491,0.544774202,0.729297859,0.726563189,0.665688018,0.329104574,0.566690857,0.313527585,0.542497567,0.495604292,0.341318789,0.382879779,0.33045176,0.345701444,0.332136334
室蘭市,0.507554684,0.362303308,0.356555402,0.772978685,0.245442124,0.82146995,0.620410837,0.588997379,0.543117364,0.335893228,0.558829943,0.588126935,0.557499349,0.700575757,0.510915444,0.667090915,0.348696934,0.665413893,0.690346852,0.8865251,0.587400395,0.337296859,0.546408698,0.5,0.177245784,0.526767973,0.765704397,0.568766538,0.41560865,0.372761867,0.224664372,0.521020593,0.805181009,0.464213525,0.940437472,0.937996291,0.446260438,0.311589506,0.448765947,0.593586746,0.584871819,0.312123913,0.64053601,0.491602501,0.43415899,0.394512773,0.35221749,0.44284732,0.865188241,0.337210987,0.603562429,0.351353853,0.377258894,0.435082032,0.678768257,0.550998269,0.94388356,0.908945493,0.890065047,0.182466016,0.133296186,0.411063419,0.177826494,0.805439204,0.521220309,0.43694571,0.547737523,0.647706312,0.246322277,0.925564387,0.37539971,0.769923113,0.848496338,0.24261567,0.35221749,0.548205287,0.62962053,0.663016388,0.72899845,0.3063955,0.670350699,0.661251889,0.672283714,0.529678062,0.48442807,0.285649974,0.932324004,0.719328062,0.52938936,0.367310599,0.351702307,0.425060005,0.36248285
釧路市,0.62836689,0.445567576,0.397230955,0.76647416,0.659717732,0.526256597,0.576630906,0.479202653,0.428243985,0.335320344,0.515324598,0.419228844,0.529832472,0.584855338,0.50336086,0.534976819,0.505350887,0.594686066,0.618699493,0.571272715,0.55816362,0.439370045,0.634196456,0.5,0.248390582,0.558895923,0.534407772,0.358620178,0.500202642,0.349615242,0.34754329,0.476694957,0.636178112,0.363949196,0.524027631,0.5057496,0.357513461,0.368195751,0.971586615,0.7082137,0.679979038,0.411113557,0.933590341,0.535432778,0.574483643,0.457936683,0.435150901,0.723247641,0.865188241,0.308377009,0.72012641,0.424835871,0.52201902,0.203441442,0.88402534,0.578934446,0.623277293,0.908945493,0.890065047,0.036437322,0.308773173,0.330656352,0.193721268,0.614915258,0.505436103,0.373276904,0.417629694,0.976877312,0.228073212,0.50237843,0.385407589,0.495478597,0.630585101,0.216513513,0.435150901,0.530326914,0.807539622,0.691816124,0.357182691,0.382113652,0.721612144,0.60923092,0.67369208,0.318415623,0.398737667,0.326780116,0.553458374,0.394875627,0.380114785,0.351194023,0.368765464,0.384286123,0.352271934
帯広市,0.71014513,0.513668416,0.474931322,0.563904674,0.60339132,0.664277376,0.60494399,0.363794815,0.345948752,0.335320344,0.604226825,0.482185187,0.538433374,0.750350213,0.585682264,0.498281585,0.405783271,0.709949733,0.713680295,0.750768941,0.502943229,0.465329372,0.636593441,0.5,0.239608149,0.590247412,0.65985641,0.399692313,0.490838222,0.447754505,0.502229969,0.525231371,0.76974276,0.394028495,0.46614747,0.508448543,0.334267461,0.422071924,0.609294674,0.669677444,0.646136114,0.555823228,0.933590341,0.642988671,0.708333152,0.52330343,0.476592028,0.460242346,0.558799228,0.327799458,0.562282647,0.351370408,0.486925656,0.261351589,0.678768257,0.592528928,0.407343359,0.43213559,0.615216435,0.386906187,0.637792523,0.435939807,0.132958048,0.701517051,0.32159519,0.468512071,0.323622654,0.914125253,0.236102801,0.413627084,0.367704418,0.448070487,0.625747265,0.273480455,0.476592028,0.614306821,0.548748215,0.672416741,0.510488396,0.82595649,0.710795333,0.670903364,0.626519094,0.287643065,0.63524318,0.475222147,0.448803352,0.338149231,0.342487337,0.328033691,0.336396392,0.379174174,0.329864794
北見市,0.609285301,0.45821872,0.468147122,0.610365565,0.755219968,0.474897386,0.560297614,0.427257531,0.431445142,0.374598303,0.485060011,0.39673598,0.566722723,0.653827217,0.520632662,0.529784501,0.398281202,0.574508518,0.770919591,0.504744615,0.536934548,0.668411199,0.603293002,0.5,0.254067755,0.517074676,0.551776571,0.350794459,0.608900806,0.416879542,0.466433158,0.965792546,0.605727468,0.373975629,0.42369406,0.44319158,0.434041822,0.491044222,0.751999976,0.73840375,0.714607303,0.488248609,0.933590341,0.709221694,0.609838184,0.465203572,0.481708859,0.601363168,0.865188241,0.313071834,0.764531736,0.452294676,0.640459123,0.235028795,0.710236242,0.518154053,0.484333142,0.568521387,0.420301404,0.591346358,0.528119406,0.533570269,0.225990616,0.604090033,0.450292854,0.442201076,0.390247735,0.79956606,0.244862352,0.4682601,0.367212955,0.420966497,0.519541259,0.192413134,0.481708859,0.561258508,0.616680959,0.687126874,0.386766203,0.517804177,0.789908218,0.585745656,0.638507069,0.3147476,0.535842312,0.413181769,0.423730016,0.338149231,0.296535988,0.331870984,0.360070297,0.323707786,0.330866925
夕張市,0.131412638,0.016415642,0.353163106,0.655897239,0.245442124,0.410780193,0.229760303,0.940658316,0.954451883,0.580221778,0.256184065,0.306078191,0.609937127,0.33735188,0.266127366,0.388190228,0.075262044,0.442611226,0.240534055,0.427890501,0.322961866,0.337296859,0.600211121,0.5,0.074548288,0.388590742,0.311496378,0.333831732,0.767188519,0.375767937,0.306818927,0.261856328,0.351741655,0.333869898,0.497154063,0.595613491,0.319905642,0.659239529,0.545285645,0.977085981,0.95892035,0.528639902,0.566007036,0.323063308,0.317327302,0.358682674,0.35221749,0.51110864,0.377898736,0.411628728,0.603562429,0.692573416,1,0.803601153,1,0.17585022,0.616654621,0.657001553,0.381056416,0.416111926,0.067492316,0.567211859,0,0.708012186,0.83941793,0.288913254,0.907564083,0.40885963,0.43027285,0.642558716,0.393855513,0.325352054,0.258473399,0.212331866,0.35221749,0.454697675,0.267312559,0.588687026,0.288210085,0.277435034,0.630471877,0.488459899,0.552411614,0.227020515,0.050834631,0.274299845,0.436747901,0.338149231,0.193588584,0.269468631,0.865411235,0.365937877,0.565783778
岩見沢市,0.556659489,0.387785045,0.48481755,0.848245329,0.399954352,0.593396565,0.467034048,0.555544194,0.499745936,0.335320344,0.445337739,0.394474468,0.453715927,0.472941948,0.52705401,0.484770134,0.407240656,0.593636511,0.624911955,0.670361526,0.525794673,0.472105343,0.540521929,0.5,0.351594275,0.521499608,0.423656889,0.372847567,0.550615389,0.331446227,0.348693429,0.537700569,0.645148276,0.283737734,0.41553677,0.415824454,0.354197414,0.403266389,0.639676267,0.562537448,0.533711373,0.520953183,0.806568492,0.584541114,0.758698738,0.420459597,0.490457687,0.722259599,0.377898736,0.286026639,0.674478976,0.466380056,0.557112384,0.187647765,0.442400779,0.571143108,0.542287678,0.728920829,0.381056416,0.562140619,0.396511666,0.496666318,0.360970954,0.523983374,0.457251487,0.507771545,0.472822579,0.760245775,0.278440631,0.477575083,0.351917232,0.394296826,0.666973839,0.371576859,0.490457687,0.483242238,0.684613704,0.714139951,0.496904475,0.889609482,0.603941153,0.553871745,0.518284808,0.294159055,0.508421383,0.43489966,0.430311427,0.441598392,0.27930168,0.309038065,0.401951912,0.393225013,0.384661019
網走市,0.708062814,0.474907464,0.713829876,0.719084051,0.826970089,0.412858961,0.613901203,0.352973243,0.357365268,0.366157521,0.435880055,0.379434982,0.414993469,0.763685127,0.57213447,0.581072277,0.450979268,0.409687524,0.959296352,0.466589547,0.656337496,0.920305137,0.662848458,0.5,0.23465286,0.416249661,0.577193058,0.343459476,0.870983003,0.556853195,0.530213832,0.576557779,0.6068795,0.524372122,0.411722714,0.42340058,0.344721134,0.446707267,0.475797508,0.977085981,0.95892035,0.486521029,0.575934243,0.933822584,0.713470949,0.358682674,0.911825278,0.520230833,0.411237499,0.390214808,0.766253332,0.413029517,0.80276593,0.266616148,0.929796955,0.469560098,0.413341058,0.451589322,0.381056416,0.503729142,0.637792523,0.521695749,0.117694882,0.634400661,0.489878533,0.477933518,0.349176227,0.677347145,0.253621903,0.413018572,0.41533942,0.387717541,0.58508754,0.211262625,0.911825278,0.64073821,0.694318382,0.610075514,0.414534082,0.713342367,0.843750476,0.519321862,0.635576675,0.194041322,0.453579525,0.47684802,0.417727685,0.363103145,0.41314428,0.352095777,0.362544193,0.188571494,0.271017917
留萌市,0.545831444,0.376479767,0.386768502,0.42916809,0.583182011,0.359898638,0.508917264,0.533745657,0.512210618,0.335320344,0.857692748,0.505269729,0.684871109,0.56557274,0.497277974,0.555560679,0.341153516,0.569187184,0.50106347,0.312789182,0.459322541,0.401359742,0.515053111,0.5,0.22464416,0.421657052,0.439043936,0.342506456,0.930540029,0.598687516,0.557544925,0.594410302,0.687810039,0.614610017,0.573205687,0.634851456,0.428879096,0.227224499,0.327218956,0.72064812,0.702288803,0.670696537,0.718628498,0.425623307,0.931770964,0.358682674,0.429294171,0.774524094,0.865188241,0.398987729,0.603562429,0.362217206,1,0.292938943,0.87901907,0.322062804,0.733419695,0.908945493,0.404712734,0.503729142,0.418446289,0.245919723,0.169189745,0.645225885,0.556855486,0.376691372,0.496158984,0.779596317,0.366036142,0.694720627,0.587198071,0.489673175,0.61227435,0.199141997,0.429294171,0.596792785,0.529338859,0.601313012,0.311826168,0.318690962,0.757532034,0.690855372,0.651221588,0.905220789,0.121100762,0.325394189,0.541368981,0.338149231,0.494830639,0.288384401,0.427984994,0.614250813,0.438976968
苫小牧市,0.728242352,0.582576776,0.413076859,0.896564656,0.688599022,0.671083772,0.630591505,0.357928746,0.309914489,0.569842182,0.490734621,0.625822329,0.704154404,0.578498172,0.680215339,0.575309389,0.386413471,0.518556839,0.578238904,0.768288728,0.569651252,0.390789751,0.588525482,0.5,0.270225657,0.628976498,0.683149008,0.385060401,0.527737976,0.579031395,0.469665383,0.552391911,0.597040163,0.524372122,0.599638085,0.675782615,0.348160105,0.315614484,0.516616847,0.54028913,0.51733434,0.413605842,0.728176072,0.446360305,0.498060343,0.383536132,0.382870963,0.889857443,0.630203642,0.31630154,0.570636889,0.318186347,0.464992303,0.271880707,0.640148457,0.655989953,0.94388356,0.908945493,0.890065047,0.503729142,0.462315536,0.282841247,0.159492788,0.606255078,0.412558014,0.40818011,0.292309634,0.883617494,0.228803175,0.925564387,0.351917232,0.538376644,0.613888179,0.230203155,0.382870963,0.605575679,0.561687785,0.683901004,0.42025901,0.298000841,0.750775767,0.56900217,0.6170302,0.426542051,0.607822251,0.273416679,0.556748948,0.451797504,0.449911287,0.255492343,0.303014128,0.378606904,0.315845249
稚内市,0.656080627,0.456513956,0.278245568,0.961609903,0.923935267,0.433308325,0.590444679,0.442728385,0.404447773,0.335320344,0.466144643,0.526604431,0.556538871,0.373058337,0.687195278,0.663038025,0.409317327,0.467741827,0.511511446,0.468110897,0.876092269,0.849970859,0.585598927,0.5,0.280659736,0.310229219,0.538902706,0.338568759,0.604941209,0.67027548,0.600046686,0.342031323,0.466340791,0.464213525,0.375192478,0.410483258,0.337343063,0.433626535,0.890505583,0.652449521,0.631526739,0.550673871,0.526496518,0.43211457,0.72825043,0.358682674,0.635836801,0.511655524,0.638632193,0.479737634,0.723812227,0.489836236,0.754512555,0.271880707,0.658743176,0.361700397,0.425634182,0.364725549,0.438239712,0.562140619,0.023623069,0.632218416,0.252696932,0.614915258,0.567216411,0.349400091,0.401323106,0.783521159,0.320048498,0.481600798,0.354008646,0.35164595,0.579377068,0.152608093,0.635836801,0.677674973,0.710492845,0.520659004,0.321809197,0.555778461,0.794339135,0.605841352,0.770922814,0.756476862,0.364461506,0.443615185,0.362915836,0.355683919,0.48042062,0.29727597,0.345314654,0.373649459,0.363856416
美唄市,0.418620848,0.254005925,0.669491826,0.619657744,0.465788134,0.498413521,0.371491351,0.695802903,0.643996305,0.335320344,0.364001659,0.350098265,0.410122345,0.355218062,0.465574135,0.774847308,0.450533779,0.504891455,0.539522248,0.484437746,0.38433172,0.544332359,0.5174707,0.5,0.284277383,0.416433591,0.365406876,0.350253992,0.696281517,0.250146608,0.222440818,0.751235204,0.582809799,0.203526271,0.394030687,0.41938791,0.354819467,0.552528504,0.333577034,0.710063713,0.688295945,0.617964382,0.618466859,0.712584037,0.422142919,0.358682674,0.46715436,0.903800534,0.865188241,0.339904083,0.340158108,0.351574059,1,0.266616148,1,0.378242401,0.503796458,0.606371657,0.381056416,0.503729142,0.133296186,0.227162464,0.399129537,0.586769675,0.675061979,0.391366837,0.582636348,0.77659785,0.280630519,0.480213961,0.351917232,0.413096342,0.507251331,0.340698794,0.46715436,0.373753892,0.713727737,0.660326491,0.479018104,0.778711659,0.587265082,0.521516626,0.492253777,0.454163483,0.258205406,0.452609904,0.389457086,0.408366384,0.290768725,0.397958114,0.598227295,0.492628151,0.455887283
芦別市,0.255291529,0.138351138,0.385378256,0.475628981,0.491919413,0.503046219,0.432505872,0.830758281,0.804620735,0.335320344,0.730959787,0.319185231,0.374227817,0.500278223,0.528280711,0.495268765,0.398225123,0.542928989,0.324087681,0.495472566,0.362681949,0.615269925,0.624075193,0.5,0.217260631,0.496579195,0.417981576,0.328584905,0.498864039,0.071462397,0.142043007,0.392465116,0.505402124,0.223579137,0.39106742,0.424679137,0.359515124,0.494546537,0.342834514,0.430020102,0.409671578,0.415118959,0.709857419,0.468034597,0.52860368,0.565616108,0.697073729,0.405021126,0.865188241,0.361044147,0.603562429,0.337890392,0.548339043,0.324526296,0.855418081,0.343291322,0.44988061,0.484467375,0.381056416,0.445317664,0.012655757,0.352234573,0.314347298,0.556459047,0.806351898,0.272691073,0.841844134,0.682978338,0.242672464,0.456496796,0.351917232,0.38507921,0.557031745,0.278717436,0.697073729,0.360115276,0.441996759,0.639211533,0.306912656,0.325707539,0.577618867,0.550457544,0.561304512,0.62175874,0.367889122,0.472490907,0.380137701,0.338149231,0.399101656,0.486784918,0.462940457,0.54330426,0.438104884
江別市,0.74963342,0.458039271,0.319813747,0.573196852,0.485585844,0.406971231,0.495359785,0.397510115,0.331501052,0.33796461,0.596660678,0.537117713,0.563022944,0.427736632,0.36425094,0.729714337,0.357575915,0.334559662,1,0.466717958,0.510092304,0.434656222,0.63276898,0.5,0.354166834,0.592730734,0.344050409,0.391294713,0.52225408,0.358372009,0.339486059,0.530196015,0.469055365,0.073182644,0.51922714,0.474531394,0.450486351,0.328936067,0.409982084,0.494778709,0.476192932,0.454038609,0.651226893,0.933822584,0.764465775,0.358682674,0.429338559,0.597431178,0.865188241,0.32109238,0.454866441,0.271430933,0.513245679,0.308732619,0.438467281,0.596749182,0.443683776,0.372516732,0.890065047,0.649757835,0.703596393,0.261166512,0.333185406,0.365935101,0.313058584,0.679121738,0.298053174,0.669520787,0.238292688,0.507733542,0.351917232,0.40739485,0.608550129,0.638771322,0.429338559,0.482247396,0.645794993,0.679115854,0.666521668,0.850164731,0.458495732,0.512189177,0.526368128,0.636779026,0.556408009,0.321547426,0.56894951,0.436631053,0.109279038,0.095996601,0.305784918,0.669177177,0.36369492
赤平市,0.247492307,0.128391727,0.31571373,0.418017476,0.521148154,0.477607713,0.444344249,0.848250111,0.813544314,0.507190752,0.628816803,0.238213521,0.489122536,0.673225106,0.319227303,0.506712273,0.499844397,0.490416929,0.330584468,0.494051158,0.505684387,0.444401314,0.526465474,0.5,0.198570955,0.327476397,0.437853817,0.35202764,0.44965217,0.02523864,0.069784753,0.533127687,0.632039998,0.233605569,0.514626458,0.624159763,0.47931388,0.474189968,0.345408406,0.565600401,0.567699809,0.599638567,0.46638874,0.330858028,0.338500865,0.358682674,0.452346398,0.641293038,0.377898736,0.355666952,0.501127415,0.772950665,0.776445908,0.593018798,0.923360322,0.259072962,0.753608636,0.908945493,0.601938551,0.153260277,0.155230809,0.384215725,0.153765942,0.634400661,0.892775653,0.236969302,0.841990239,0.976877312,0.262381454,0.576786959,0.556421,0.48559989,0.766829502,0.380555608,0.452346398,0.342637627,0.522869074,0.644582341,0.397739251,0.361267255,0.451307948,0.620921657,0.714307956,0.998904119,0.062831288,0.328450609,0.445769054,0.981176693,0.229547209,0.485849221,0.620400818,0.425060005,0.723172719
紋別市,0.526030509,0.37289079,0.819592637,0.72373014,0.990729095,0.357040366,0.465906726,0.543371928,0.526091741,0.345167986,0.517216135,0.404794076,0.463223888,0.473660284,0.516870487,0.670705122,0.432461359,0.394224994,0.441116937,0.371265919,0.250462859,0.739801647,0.52892819,0.5,0.210515457,0.378259591,0.480568435,0.328756018,0.752397349,0.5120194,0.618414995,0.447049216,0.488032186,0.494292823,0.393421166,0.443674293,0.351618966,0.478536865,0.556678569,0.798306284,0.798749107,0.351979446,0.576025976,0.373072842,0.735279518,0.887971373,0.550144267,0.518372434,0.865188241,0.712406781,0.922686894,0.478506388,0.574659065,0.408759238,0.538950278,0.445265899,0.502842865,0.671261317,0.381056416,0.299288971,0.133296186,0.492446308,0.285523751,0.604090033,0.626019276,0.382204671,0.520727609,0.837119853,0.240482576,0.442853646,0.435973069,0.405052946,0.444312004,0.188046699,0.550144267,0.58856633,0.661969456,0.288266172,0.315115249,0.419075962,0.822169516,0.462729963,0.501106435,0.302264034,0.333612961,0.600151934,0.369706696,0.338149231,0.558873537,0.588411604,0.453036703,0.382062093,0.356586877
士別市,0.350926637,0.431391117,0.538205482,0.713508744,0.85179618,0.442617138,0.60489301,0.626380355,0.640681833,0.339427271,0.329953998,0.322121528,0.417962354,0.330166322,0.694622132,0.398278513,0.499844397,0.43694679,0.444648325,0.573111511,0.876092269,0.920305137,0.605844917,0.5,0.333895228,0.304350312,0.490237942,0.330844868,0.614379718,0.416564091,0.470759245,0.469703298,0.455813589,0.373975629,0.366566813,0.394861429,0.356880029,0.551597938,0.623649376,0.820118232,0.828552042,0.6592192,0.505399676,0.42008275,0.666536996,0.358682674,0.914552767,0.482355334,0.377898736,0.336029412,0.603562429,0.519735507,0.728192532,0.466669385,0.851126993,0.302787707,0.387916147,0.414730502,0.407526862,0.591346358,0.637792523,0.437655488,0.404145289,0.599759944,0.677285967,0.320920581,0.482088078,0.528540804,0.342677339,0.390469206,0.392889732,0.334644337,0.68675876,0.23620957,0.914552767,0.396299757,0.710492845,0.664196561,0.336670649,0.490509162,0.762396428,0.456084128,0.477069009,0.701426691,0.151949307,0.671088278,0.359637961,0.356739547,0.360738138,0.30107934,0.369141662,0.454621068,0.492303218
名寄市,0.555258658,0.472126006,0.329924362,0.613153219,0.586354818,0.526347383,0.435676654,0.469120804,0.474958215,0.335320344,0.490734621,0.476927763,0.476973458,0.538831939,0.330434571,0.582205264,0.384786073,0.522678349,0.599245219,0.624783439,0.520041604,0.458785865,0.486898631,0.5,0.255749696,0.421318301,0.418959514,0.337830586,0.513756045,0.590791691,0.525772909,0.444144969,0.786652731,0.534398554,0.405151534,0.449464765,0.375611206,0.312636634,0.617780527,0.619151163,0.603961156,0.444156646,0.531713584,0.517616985,1,0.513075146,0.449644035,0.613150684,0.865188241,0.393313264,0.419179404,0.357526807,0.653619134,0.329790855,0.538235097,0.33992702,0.460270247,0.602924675,0.381056416,0.562140619,0.440380913,0.575061474,0.24138042,0.625740482,0.565562589,0.37522056,0.454278507,0.610784,0.31493876,0.408742667,0.393569757,0.381351018,0.625309122,0.205564034,0.449644035,0.521933776,0.416117619,0.606980738,0.405469655,0.55746575,0.835503087,0.5619444,0.626519094,0.654556177,0.309619648,0.81264342,0.386044843,0.42217367,0.541586307,0.360691781,0.376245973,0.472357707,0.401216602
三笠市,0.150569949,0.045845254,0.300186181,0.706075001,0.449158246,0.402289905,0.34960972,0.985212448,0.912355251,0.335320344,0.592877605,0.312587858,0.973021061,0.271776921,0.495413837,0.174850547,0.376836413,0.329068757,0.486987818,0.453734056,0.55680478,0.620018271,0.498400878,0.5,0.179505345,0.231058135,0.356112153,0.330362214,0.420195477,0.031865625,0,0.464282132,0.511051504,0.193499838,0.445120417,0.592021057,0.420607714,0.514470224,0.443860491,0.402701607,0.379454281,0.543280539,0.346647069,0.448959953,0.308522267,0.513604819,0.491451697,0.558587472,0.377898736,0.283774006,0.419179404,0.352332112,0.675552487,0.313997178,0.819659008,0.225204835,0.645357833,0.908945493,0.771758988,0.299288971,0.023623069,0.479901896,0.271676384,0.649555975,0.775175852,0.262217839,1,0.52598123,0.241212539,0.501063964,0.351917232,0.426584521,0.530341498,0.415227389,0.491451697,0.364987197,0.619915852,0.716389909,0.332066962,0.330760623,0.339705058,0.598390596,0.724340969,0.473704807,0.199935932,0.313273029,0.347291069,0.338149231,0.170744476,0.373128732,0.65883666,0.614250813,0.569958467
