市区町村,15以上65歳未満人口比率,15歳未満人口比率,15歳未満人口（男）比率,1人1日当たりの排出量,1人当たりの労働生産性（第1次産業）,1人当たりの労働生産性（第2次産業）,1人当たりの労働生産性（第3次産業）,65歳以上の世帯員のいる世帯数割合,65歳以上人口比率,ゴミ処理直後資源化率,リサイクル率,一人当たりの労働生産性（サービス業）,一人当たりの労働生産性（不動産業、物品賃貸業）,一人当たりの労働生産性（医療、福祉）,一人当たりの労働生産性（卸売業、小売業）,一人当たりの労働生産性（学術研究、専門・技術サービス業）,一人当たりの労働生産性（宿泊業、飲食サービス業）,一人当たりの労働生産性（建設業）,一人当たりの労働生産性（教育、学習支援業）,一人当たりの労働生産性（製造業）,一人当たりの労働生産性（複合サービス業）,一人当たりの労働生産性（農業漁業）,一人当たりの労働生産性（金融業、保険業）,一人当たりの労働生産性（電気・ガス・熱供給・水道業）,一般世帯人員数（一般世帯当たり）,中学校生徒数（中学校教員当たり）,人口一人当たりの市内総生産,保健所数密度,公債費割合（歳出比）,労働力人口割合（男）（総人口比）,労働力人口割合（総人口比）,労働費割合（歳出比）,医師数（10万人当たり）,合計特殊出生率,商業・近隣商業地域面積割合,商業地域面積割合,図書館数密度,国民健康保険被保険者割合,地方債割合（歳入比）,地方債現在高（歳入比）,地方債現在高（歳出比）,売上金額（民営）の建築業の割合,売上金額（民営）の情報通信料の割合,売上金額（民営）の教育、学習支援業の割合,売上金額（民営）の生活関連サービス業、娯楽業の割合,売上金額（民営）の複合サービス業の割合,売上金額（民営）の農林漁業の割合,売上金額（民営）の運輸業、郵便行の割合,売上金額（民営）の電気・ガス・熱供給・水道業の割合,外国人人口比率,子ども向け施設数割合（児童福祉、母子・父子福祉、婦人保護施設）,子供施設数（10万人当たり）,実質公債費比率,実質収支比率,将来負担比率,小学高児童数（小学校教員当たり）,工業・準工業地域面積割合,工業地域面積割合,工業専用地域面積割合,平均寿命（女）,平均寿命（男）,投資的経費割合（歳出比）,持ち家一般世帯比率,昼夜間人口比率,最終学歴人口割合（小・中学校）,最終学歴人口割合（高専・短大・大学・大学院）,死亡率,母子世帯割合（世帯比）,水洗化率,準工業地域面積割合,災害復旧費割合（歳出比）,病院数密度,病院病床数（病院数当たり）,県内他市区町村への通勤・通学者比率,第1次産業の売上割合,納税対象者割合,経常収支比率,総人口（日本人）比率,総面積における道路面積比率,耕地面積割合,自市区町村内通勤・通学者比率,薬剤師数（10万人当たり）,薬剤師数（医療施設数当たり）,衛生費割合（歳出比）,転入超過率,農林水産業費割合（歳出比）,近隣商業地域面積割合,障害者支援施設等数密度,雇用者数比率（正規）,雇用者数比（女）（正規）,非水洗化人口比率,高齢者向け施設数割合（介護老人福祉施設、老人ホーム）,高齢者用施設数（65歳以上）
つがる市,0.462488464,0.378473396,0.495575255,0.447704818,0.614327253,0.26339409,0.441906588,0.498924023,0.578558538,0.681532239,0.428004789,0.454819313,1,0.536359252,0.422287551,0.482106932,0.661407191,0.285260253,0.555515045,0.287972106,0.42094119,0.680834722,0.478400538,0.389932661,0.755267987,0.463922714,0.303378677,0.401284353,0.769755912,0.421579613,0.497084281,0.48947061,0.270131247,0.38079171,0.35543383,0.373805878,0.315611829,0.939135852,0.593148467,0.924656273,0.913796405,0.530122858,0.37327315,0.466488344,1,0.922075124,0.721111096,0.390458758,0.5,0.272889978,0.52511388,0.646292509,0.69579532,0.35945268,0.877293598,0.433320438,0.354925352,0.364411177,0.381277065,0.373605853,0,0.447814487,0.645973509,0.489906599,0.732808101,0.22973241,0.65955553,0.549665303,0.697341457,0.363051494,0.363938258,0.342516532,0.752156555,0.448728616,0.721111096,0.081214086,0.45492594,0.727110022,0.384030437,0.973556229,0.543201099,0.79514993,0.900772359,0.449495037,0.381860626,0.622975661,0.357471167,0.361272982,0.534478461,0.62600282,0.421518697,0.582256588,0.661206911
平川市,0.550164131,0.454125091,0.440243262,0.547730907,0.465323813,0.345489995,0.345845844,0.425683873,0.493529172,0.333087875,0.369040347,0.213978726,0.654387367,0.453761117,0.451065788,0.463273531,0.445098771,0.366601675,0.567195797,0.371894707,0.425167426,0.499671238,0.234022227,0.389932661,0.851326385,0.528264376,0.34245342,0.40686318,0.791361862,0.59822661,0.768569966,0.333038071,0.33165357,0.301305304,0.392598533,0.386620274,0.431094392,0.597054445,0.609181866,0.293005799,0.278477726,0.433430745,0.37327315,0.495997286,0.42189603,0.480657316,0.608959646,0.377713174,0.5,0.269803144,0.6384586,0.644031109,0.812034144,0.369745787,0.331552474,0.483410446,0.357108725,0.364411177,0.381277065,0.057741438,0,0.394349151,0.726193242,0.353196981,0.61886606,0.297835402,0.574944393,0.747849389,0.463459308,0.36671188,0.557785421,0.358274163,0.374301006,0.650234569,0.608959646,0.289314069,0.54673875,0.730196856,0.366787392,0.497917788,0.479702494,0.375600594,0.375468782,0.263859397,0.519544032,0.454756763,0.412382241,0.449256246,0.665364064,0.777538857,0.393494302,0.695628088,0.616099962
平内町,0.462412357,0.310115475,0.569648354,0.409550537,0.558736911,0.287783151,0.343616557,0.629835921,0.602405917,0.866357727,0.508589526,0.24330787,0,0.604774276,0.378965047,0.498732278,0.216736674,0.361708284,0.739548028,0.304812291,0.508277385,0.521808443,0.234022227,0.389932661,0.60754099,0.335094241,0.272614966,0.443582466,0.453376491,0.459826804,0.585452577,0.625196183,0.320803531,0.377357736,0.393195734,0.459761295,0.433344213,0.908848829,0.432627741,0.43953621,0.421064372,0.535512128,0.37327315,0.693420863,0.515257927,0.922075124,0.487826522,0.327426781,0.5,0.307797014,0.485533184,0.882367483,0.60280426,0.302840592,0.660402113,0.424381225,0.361319213,0.364411177,0.381277065,0,0,0.340459093,0.699691345,0.377066914,0.826124627,0.25081867,0.780685843,0.484805354,0.631518337,0.373770688,0.469222775,0.387843943,0.440656126,0.44017037,0.487826522,0.385475163,0.22845434,0.692202986,0.313430342,0.386469328,0.592953074,0.375600594,0.375468782,0.777371729,0.36656247,0.665459355,0.359280234,0.579390373,0.516179411,0.604120506,0.724787234,0.554747328,0.890092151
今別町,0.062620448,0.017558836,0.896850232,0.530200562,0.428609352,0.269149858,0.283217604,1,1,0.435763022,0.243249537,0.464691858,0.63792883,0.178178838,0.349151857,0.198852589,0.161353796,0.282957612,0.23815972,0.176577132,0.661588514,0.417870103,0.234022227,0.389932661,0.259134992,0.154608056,0.23511275,0.401960182,0.536024065,0.230519464,0.02034063,0.327485941,0.338864895,0.353925911,0.343436146,0.358469314,0.315611829,0.703208919,0.602551498,0.488303312,0.489964662,0.954604828,0.37327315,0.316401481,0.366596824,0.74426591,0.394889774,0.239045614,0.5,0.285430394,0.213415899,0.511024862,0.719043085,0.591047585,0.609033078,0.213255206,0.34901093,0.364411177,0.381277065,0.092837484,0,0.606968728,0.74125355,0.515946526,1,0.114934857,0.971506153,0.331869964,0.73655523,0.353136071,0.364164417,0.329813326,0.263709137,0.334630702,0.394889774,0.052246083,0.415140388,0.714569606,0.302739451,0.341906586,0.4041369,0.375600594,0.375468782,0.335272746,0.455291776,0.434958589,0.348034242,0.526983057,0.612116827,0.7821566,0.720449954,0.197126936,0.727954105
蓬田村,0.342238851,0.346329907,0.896850232,0.950413256,0.247770317,0.047068984,0.283643601,0.609128607,0.65344529,0.333087875,0.940012695,0.315515973,0.223173696,0.30794917,0.254450177,0.198852589,0.523966981,0.349474807,0.23815972,0.064386517,0.613009128,0.342173302,0.234022227,0.389932661,0.74383483,0.210587766,0.18629494,0.345031115,0.342136187,0.47186032,0.519529168,0.327137806,0.266731291,0.473408018,0.343436146,0.358469314,0.315611829,0.718298392,0.401943879,0.345089532,0.333200866,0.525114958,0.37327315,0.316401481,0.295316687,0.922075124,0.349036169,0.239045614,0.5,0.262158471,0.213415899,0.500726718,0.314531976,0.405771661,0.331552474,0.317338989,0.34901093,0.364411177,0.381277065,0,0,0.634216684,0.769622772,0.379236908,0.842394242,0.178906664,0.632022458,0.250644143,0.792574907,0.353136071,0.508269313,0.329813326,0.263709137,0.564042022,0.349036169,0.20828632,0.185608362,0.737841529,0.341143209,0.492721556,0.471645624,0.375600594,0.375468782,0.402762288,0.409397307,1,0.348034242,0.324002483,0.681474502,0.876107099,0.604451189,0.197126936,0.580143645
外ヶ浜町,0.168295503,0.09215039,0.896850232,0.558042875,0.672381887,0.316202275,0.530686295,0.892871639,0.881830849,0.696945986,0.591139745,0.510524387,0.223173696,0.316866085,0.67351436,0.402554648,0.51702446,0.305730857,0.637273078,0.376255233,0.56302404,0.922590775,0.648952174,0.389932661,0.360891928,0.163474735,0.327739238,0.406966103,0.734484278,0.191813951,0.082950282,0.327137806,0.445257143,0.406445519,0.35970913,0.358469314,0.315611829,0.787995858,0.490169565,0.762544686,0.754788093,0.952160475,0.37327315,0.64684333,0.456123026,0.922075124,0.80815335,0.543029989,0.5,0.319754925,0.317315226,0.630218184,0.784136827,0.385185447,0.774994578,0.241701043,0.367075261,0.364411177,0.381277065,0.092837484,0.014475053,0.342589847,0.69029542,0.594066308,1,0.11869061,0.952309637,0.433800079,0.42844701,0.383420599,0.384742509,0.417111559,0.355869027,0.325180125,0.80815335,0.120982856,0.705880955,0.680245075,0.299877759,0.318404811,0.487183926,0.375600594,0.375468782,0.781827089,0.305369846,0.537421753,0.376230715,0.580130628,0.347451406,0.483898748,0.837443578,0.340175093,0.828928671
鰺ヶ沢町,0.336644961,0.206900102,0.107080663,0.571448433,0.452831323,0.172913071,0.221724103,0.672087462,0.71916834,0.433034342,0.247180499,0.419381762,0.424314344,0.285317122,0.221501543,0.359670004,0.778834621,0.128116645,0.460616346,0.22227799,0.434781684,0.480588034,0.234022227,0.389932661,0.524495316,0.502810532,0.238795897,0.365817824,0.880770206,0.257812995,0.326761914,0.340358321,0.407951719,0.318980172,0.379769935,0.397726098,0.315611829,0.927653602,0.393557532,0.886493526,0.869079619,0.676310361,0.37327315,0.465739921,0.465567261,0.922075124,0.646304725,0.518195454,0.5,0.273925839,0.473164216,0.746067534,0.91432431,0.277107825,1,0.515800328,0.394654552,0.396634914,0.381277065,0.198125622,0.065953323,0.178784283,0.693078612,0.489906599,0.800206603,0.263822651,0.834738027,0.500908964,0.40253791,0.411651914,0.77226873,0.364413914,0.448028918,0.408802886,0.646304725,0.067525738,0.776270776,0.726074161,0.302254733,0.41539108,0.514809715,0.375600594,0.375468782,0.656520654,0.424695463,0.521828386,0.381933716,0.374760582,0.434721166,0.530684989,0.967957653,0.554747328,0.874592004
深浦町,0.170730938,0.165257745,0.107080663,0.518857397,0.637319635,0.314758184,0.402477595,0.840015497,0.857521206,0.455473487,0.274697239,0.304641755,0.223173696,0.347405484,0.594878721,0.198852589,0.537852022,0.456745001,0.522773344,0.177678176,0.337127623,0.922590775,0.579161472,0.389932661,0.472580065,0.246723003,0.307366972,0.345031115,0.964216593,0.243202824,0.159634695,0.63673441,0.267194385,0.368368803,0.343436146,0.358469314,0.315611829,0.944965594,0.477503886,0.772840385,0.781352296,0.954604828,0.37327315,0.411854381,0.376906203,0.604201929,0.579413745,0.35484914,0.5,0.288179357,0.603038375,0.967323281,0.765538615,0.441797535,0.663914526,0.312103543,0.34901093,0.364411177,0.381277065,0.092837484,0,0.417725088,0.808908623,0.515946526,0.957733476,0.18235111,0.829344798,0.249275472,0.545388085,0.353136071,0.893984402,0.329813326,0.263709137,0.25027902,0.579413745,0.012078418,0.675276685,0.711820643,0.286947658,0.320273948,0.589164909,0.375600594,0.375468782,0.508250454,0.287012058,0.598640626,0.348034242,0.324002483,0.484136733,0.582023806,0.948683413,0.733557523,0.976945146
西目屋村,0.388207691,0.267370571,0.613098127,0.672505719,0.448702578,0.200198429,0.463646532,0.54405031,0.66940699,0.333087875,0.243249537,0.950800909,0.223173696,0.222830206,0.072326033,0.910213343,0.34283031,0.167501831,0.23815972,0.183589045,0.156576289,0.402730743,0.234022227,0.389932661,0.682133647,0,0.279213073,0.345031115,0.510342541,0.988589728,0.986087566,0.329329481,0.198459081,0.394527608,0.343436146,0.358469314,0.315611829,0.680540447,0.249233668,0.326352292,0.316199992,0.954604828,0.37327315,0.316401481,0.335943075,0.310426337,0.479832708,0.239045614,0.5,0.240132321,0.386581444,0.904046144,0.663248449,0.436650982,0.331552474,0.148859937,0.34901093,0.364411177,0.381277065,0.163029576,0,0.646091606,0.774824915,0.407446829,0.971564286,0.191991729,0.900441131,0.206048765,0.922820655,0.353136071,0.77374222,0.329813326,0.263709137,0.680402069,0.479832708,0.152792261,0.617128571,0.759867679,0.285397048,0.291778287,0.51185675,0.375600594,0.375468782,0.550028329,0.023883773,0.651740803,0.348034242,0.324002483,0.734062068,0.558831538,0.332000128,0.435540531,0.976945146
藤崎町,0.562074932,0.504333391,0.529190895,0.613727502,0.431756484,0.50932544,0.47776621,0.422845109,0.468430962,0.387828596,0.323834274,0.647888488,0.466101703,0.61147301,0.43410814,0.338136048,0.273561229,0.461023523,0.485186805,0.568058336,0.509197007,0.436395806,0.543014631,0.389932661,0.793416648,0.523683586,0.376742715,0.345031115,0.867505904,0.578700253,0.785179549,0.327423961,0.477689603,0.33665504,0.406669062,0.358469314,0.463085137,0.629610291,0.385730182,0.967379607,0.965693411,0.714796918,0.37327315,0.4351072,0.538213884,0.517478133,0.584610215,0.621190235,0.5,0.263726285,0.421214553,0.633032177,0.705094426,0.220495737,0.706941582,0.568929347,0.379093926,0.364411177,0.381277065,0,0,0.315308591,0.691382015,0.288097163,0.550453545,0.349419806,0.503975128,0.52429584,0.560793496,0.403569677,0.377406189,0.402503327,0.53834561,0.756803281,0.584610215,0.281907505,0.396777826,0.736273715,0.507321662,0.973556229,0.422614799,0.375600594,0.375468782,0.314934688,0.592975181,0.612601474,0.457598977,0.324002483,0.675401574,0.748577897,0.570739751,0.483223249,0.623278018
大鰐町,0.389920106,0.183068122,0.501365375,0.476578328,0.674751371,0.275896287,0.258251893,0.68917613,0.694613969,0.454082742,0.351351014,0.314463012,0.29837655,0.415981597,0.24933699,0.198852589,0.83921778,0.27078379,0.459557945,0.315246797,0.532925492,0.653363512,0.234022227,0.389932661,0.655732645,0.534283416,0.229804141,0.432304005,0.641665544,0.378724602,0.502556889,0.506475412,0.397440763,0.297063336,0.462076518,0.636203048,0.315611829,0.632949042,0.343323027,0.967379607,0.965693411,0.473668004,0.37327315,0.508853316,0.54135447,0.438459537,0.809535207,0.318090554,0.5,0.243342119,0.559746989,0.667243825,0.995691487,0.410918215,1,0.534625004,0.383765208,0.364411177,0.381277065,0.057741438,0,0.233495432,0.794906044,0.190447436,0.683519033,0.247916714,0.737217659,0.3415221,0.593705056,0.411400998,0.559475703,0.400531044,0.374301006,0.652398162,0.809535207,0.206264922,0.500832345,0.756657881,0.337908368,0.417629167,0.36268348,0.375600594,0.375468782,0.859210631,0.406337676,0.417714976,0.348034242,0.531484322,0.498558757,0.623636309,0.600765417,0.554747328,0.717462456
田舎館村,0.519112333,0.463963204,0.287831671,0.406456946,0.461725965,0.373417774,0.351048109,0.424755845,0.509681217,0.521246051,0.272731758,0.292772011,0.544820535,0.29424521,0.542480117,0.450925371,0.500041987,0.336402898,0.442296388,0.404866307,0.463412179,0.510226045,0.234022227,0.389932661,0.925776287,0.421800514,0.284216545,0.345031115,0.516196318,0.546132474,0.667293607,0.397914698,0.223865435,0.546228474,0.387897434,0.358469314,0.315611829,0.532037974,0.246993922,0.403634118,0.439513021,0.399046303,0.37327315,0.350685962,1,0.44778497,0.691653658,0.378244242,0.5,0.277017296,0.617468837,0.67862944,0.812034144,0.977039094,0.492684407,0.684110412,0.34901093,0.364411177,0.71248549,0.12793353,0.040214188,0.381561832,0.799150157,0.179597466,0.54810336,0.310128167,0.511088366,0.325632574,0.383631269,0.353136071,0.363938258,0.329813326,0.263709137,0.818548617,0.691653658,0.337544119,0.457986367,0.722982704,0.598943529,0.973556229,0.326525368,0.375600594,0.375468782,0.241264112,0.675585224,0.693035621,0.425073062,0.324002483,0.783340125,0.904207627,0.342341662,0.594482927,0.624494143
板柳町,0.47394262,0.402220565,0.344077479,0.464203967,0.677890938,0.242185142,0.328800706,0.54065294,0.564500277,0.373479052,0.23342213,0.430229588,0.312049796,0.361953437,0.372338902,0.450833307,0.227521357,0.337663173,0.588570374,0.243824885,0.451398053,0.452129727,0.234022227,0.389932661,0.736562216,0.560705052,0.249873857,0.345031115,0.390609474,0.661885651,0.926358144,0.327137806,0.326951998,0.417454436,0.387673951,0.405541787,0.446922231,0.901560343,0.233171345,0.370960496,0.368203259,0.371496022,0.37327315,0.396466652,0.350644981,0.310426337,0.419869633,0.657785136,0.5,0.293102221,0.260642866,0.593481852,0.630701578,0.544728604,0.529125689,0.446101366,0.380819227,0.364411177,0.381277065,0,0,0.138960891,0.694008225,0.327157054,0.560942663,0.261704073,0.7080089,0.687815469,0.496370868,0.406462113,0.363938258,0.394536586,0.424067346,0.606814019,0.419869633,0.149771808,0.317206724,0.706897779,0.504210876,0.973556229,0.59558284,0.375600594,0.375468782,0.631634918,0.443053251,0.73486293,0.389844198,0.324002483,0.534508521,0.680536941,0.459493179,0.262148826,0.634599022
鶴田町,0.500085495,0.449121223,0.44364897,0.3569595,0.524052176,0.52236855,0.398382642,0.519834351,0.531162892,0.333087875,0.451590566,0.553155914,0.32686248,0.421256927,0.355712791,0.375133217,0.690222076,0.365247717,0.713901955,0.605967889,0.441134269,0.419656236,0.502130808,0.389932661,0.782152794,0.562096161,0.309379502,0.652224922,0.459796175,0.645521613,0.79978619,0.327489206,0.288982123,0.358571876,0.373970928,0.374160277,0.315611829,0.925545193,0.283803384,0.425058507,0.42349199,0.640851677,0.37327315,0.647016788,0.365598473,0.922075124,0.480798252,0.362425918,0.5,0.276638282,0.50202514,0.69988397,0.732991744,0.534435498,0.948859006,0.355372734,0.380013443,0.364411177,0.381277065,0.198125622,0.040214188,0.188016472,0.681046135,0.311967096,0.655106176,0.211251432,0.64499621,0.83356944,0.665130143,0.405111231,0.363938258,0.329813326,0.263709137,0.640804931,0.480798252,0.082991446,0.699760101,0.723361718,0.505906379,0.973556229,0.544944027,0.375600594,0.375468782,0.430345461,0.482828457,0.594149724,0.389328391,0.499832218,0.501627112,0.587929503,0.493694169,0.515011729,0.679220506
中泊町,0.385315611,0.221911705,0.672459255,0.448736015,0.583033696,0.287367902,0.385454749,0.681065801,0.68044694,0.333087875,0.325799756,0.404713486,0.331800041,0.170698793,0.510465986,0.400316164,0.220486593,0.335563743,0.701594987,0.253757909,0.156576289,0.614351871,0.463419212,0.389932661,0.589923556,0.389546458,0.280375797,0.443933263,0.722201697,0.367460894,0.236277436,0.529324009,0.301671069,0.393517615,0.343436146,0.358469314,0.394590425,0.973129824,0.666986301,0.83919671,0.824726058,0.954604828,0.37327315,0.722244603,0.303034538,0.509630801,0.552716521,0.655241942,0.5,0.287305207,0.287629704,0.503584523,0.621402472,0.34401302,0.720113129,0.346973955,0.34901093,0.364411177,0.381277065,0.12793353,0,0.413186811,0.709824782,0.450846708,0.98726975,0.108999086,0.770513423,0.597995452,0.74005646,0.353136071,0.368126487,0.329813326,0.263709137,0.393499539,0.552716521,0.044546352,0.589584728,0.712694793,0.322926539,0.536615066,0.449470993,0.375600594,0.375468782,0.584133522,0.357383576,0.643355398,0.348034242,0.495324734,0.833689109,0.78996352,0.714236987,0.299304191,0.593199865
野辺地町,0.485206508,0.387802641,0.15238387,0.737471118,0.510098546,0.337031499,0.510471011,0.575767053,0.557240015,0.382846802,0.333661681,0.59593888,0.469935574,0.520099271,0.518997501,0.466064878,0.582038935,0.394581551,0.626896539,0.347535062,0.688145487,0.424747067,0.513372467,0.389932661,0.408110332,0.633148655,0.39328243,0.432341402,0.342139637,0.355149278,0.405126565,0.405590041,0.506998454,0.437250288,0.486116954,0.518214044,0.518163566,0.563703772,0.588620873,0.535202833,0.51909138,0.648367755,0.37327315,0.584148097,0.812081985,0.802065144,0.473005774,0.405226926,0.5,0.410775304,0.386581444,0.52840724,0.398223929,0.323426806,0.605520665,0.447764963,0.472966171,0.364411177,0.381277065,0.268317715,0,0.334450873,0.52937073,0.466036666,0.687246269,0.321176249,0.505236203,0.635966192,0.742857444,0.56094482,0.363938258,0.429651636,0.542032006,0.455719412,0.473005774,0.447710084,0.69057882,0.589224696,0.353729459,0.423925063,0.523576244,0.375600594,0.375468782,0.801122439,0.510365138,0.334719797,0.477021423,0.4704625,0.577535049,0.508150571,0.707731134,0.340175093,0.533667877
七戸町,0.410621305,0.360154152,0.308759039,0.606509125,0.539614292,0.35616471,0.464741826,0.592450549,0.623262176,0.36505033,0.465348935,0.559254339,0.797102411,0.491995485,0.530052337,0.432468937,0.69636767,0.348309714,0.600866836,0.405039551,0.406284433,0.874586207,0.234022227,0.389932661,0.608874128,0.436898384,0.363445338,0.408473017,0.8113313,0.441383092,0.530974825,0.514412007,0.372085988,0.418666427,0.39925746,0.378289083,0.362466047,0.595947785,0.33831641,0.379808902,0.357446305,0.867354745,0.37327315,0.498917933,0.355521808,0.310426337,0.858527056,0.595263627,0.5,0.304150544,0.678228677,0.731925153,0.458668118,0.235935397,0.445266836,0.482686645,0.358568695,0.364411177,0.381277065,0.233221669,0,0.481370772,0.658122092,0.502926563,0.714117551,0.310289006,0.597595819,0.600381568,0.474663243,0.369159494,0.38842292,0.352907899,0.484892874,0.493483332,0.858527056,0.293150693,0.626309852,0.695849456,0.371374872,0.586738398,0.539917981,0.375600594,0.375468782,0.605754325,0.452232145,0.542266718,0.430086772,0.42563977,0.715389916,0.758122412,0.850588586,0.611213705,0.701301512
六戸町,0.485092347,0.560902539,0.460662039,0.294056495,0.456162934,0.401026581,0.047039886,0.448194653,0.482298879,0.488548387,0.520382415,0.523311895,0.497530353,0.308618739,0.038330139,0.198852589,0.579997205,0.388028796,0.585584627,0.451313215,0.413964566,0.713566271,0.234022227,0.389932661,0.709912394,0.376643037,0.219653045,0.345031115,0.466251841,0.551643289,0.615266794,0.328622907,0.292698713,0.549662449,0.411938072,0.365441534,0.412858153,0.607032542,0.347030422,0.449585655,0.460933187,0.920809357,0.37327315,0.453254489,0.711924875,0.499266545,0.537025833,0.568617466,0.5,0.395191826,0.584484924,0.73976738,0.663248449,0.647659673,0.416289431,0.482006892,0.415093677,0.364411177,0.606864851,0.373605853,0.091692458,0.466565204,0.769875014,0.30328712,0.673987461,0.283694341,0.46585745,0.651314365,0.57899989,0.463922617,0.36408655,0.377746308,0.319005071,0.736253129,0.537025833,0.40110138,0.497771918,0.604808174,0.477959996,0.898102939,0.3828255,0.907624832,0.900772359,0.43905456,0.706181536,0.540740334,0.461568052,0.324002483,0.700235637,0.614517004,0.650403148,0.582256588,0.635625643
横浜町,0.418650631,0.328265096,0.513622018,0.521950987,0.766935834,0.52800537,0.152594562,0.580132695,0.628129543,0.333087875,0.280593683,0.286454244,0.312049796,0.077633344,0.330813276,0.198852589,0.345775622,0.25906449,0.438651091,0.595908211,0.459829019,0.922590775,0.234022227,0.389932661,0.46576058,0.408699271,0.507103209,0.345031115,0.318172573,0.635979498,0.557004091,0.736544394,0.241456896,0.502899798,0.343436146,0.358469314,0.499965823,0.74544844,0.27227065,0.309990415,0.288033488,0.460681502,0.37327315,0.332176185,0.258010188,0.543308108,0.903660201,0.268553327,0.5,0.351108818,0.584484924,0.824607822,0.38427527,0.235935397,0.331552474,0.165438939,0.34901093,0.364411177,0.381277065,0.022645391,0,0.933443468,0.698941069,0.598406296,0.863936165,0.24060928,0.581165345,0.488623729,0.542587101,0.353136071,0.363938258,0.329813326,0.263709137,0.435929565,0.903660201,0.372474281,0.366173556,0.648891182,0.310248001,0.546369799,0.589901762,0.375600594,0.375468782,0.244168966,0.49200735,0.486602966,0.348034242,0.324002483,0.601719791,0.519240412,0.967957653,0.5036587,0.781610036
東北町,0.457541486,0.442675563,0.27947323,0.524013381,0.574399928,0.404855449,0.363838043,0.492441128,0.555608495,0.365395824,0.42997027,0.608719832,0.534775445,0.505774786,0.297738843,0.634657475,0.373886024,0.412185719,0.652306036,0.463276362,0.398057352,0.706688138,0.234022227,0.389932661,0.720532497,0.596891161,0.326642525,0.410557953,0.732395164,0.50706902,0.575577884,0.331917464,0.320052474,0.629350853,0.390592316,0.451321769,0.363577635,0.667549693,0.429809547,0.576737789,0.558014707,0.785716442,0.37327315,0.869752452,0.553302556,0.465465619,0.87397307,0.457123886,0.5,0.334637977,0.473164216,0.844097321,0.612103366,0.297694039,0.722747439,0.418637331,0.380199079,0.439640652,0.381277065,0.163029576,0,0.633021976,0.656509567,0.38574689,0.781984149,0.217605043,0.658445458,0.693939638,0.727452033,0.363388302,0.364083317,0.353455804,0.466460896,0.534262704,0.87397307,0.297195652,0.461046794,0.665362023,0.368955352,0.656804724,0.523601768,0.375600594,0.375468782,0.340328278,0.452232145,0.662065327,0.361015932,0.428051052,0.794286554,0.718191158,0.415802309,0.554747328,0.86452956
六ヶ所村,0.796143086,0.533338861,0.125324417,0.858121143,0.478880617,0.965891871,0.787727284,0.142188979,0.265741837,0.473247599,0.31793783,0.950800909,0.884047262,0.656764792,0.567961997,0.49369398,0.867922241,0.628822133,0.23815972,0.963140109,0.434536122,0.511164315,0.226262498,0.879061144,0.324748621,0.258225969,0.983443095,0.373254576,0.167557285,0.988589728,0.99231343,0.330231828,0.295166831,0.722472158,0.461080758,0.438649843,0.364234991,0.385856162,0.069025189,0.141802401,0.122603259,0.346511489,0.37327315,0.316401481,0.245040065,0.313099191,0.380390145,0.286094529,0.5,0.499093108,0.559746989,0.65239909,0.365677058,0.302840592,0.331552474,0.359311472,0.946963983,0.914371828,0.893542719,0.092837484,0.065953323,0.973587174,0.34713434,0.989005205,0.781743774,0.430844904,0.349362738,0.497183835,0.384331515,0.894597521,0.363938258,0.329813326,0.263709137,0.217910418,0.380390145,0.668372474,0.222333486,0.500906892,0.315565073,0.489086373,0.93280938,0.375600594,0.375468782,0.361357753,0.34208542,0.93992004,0.492531818,0.359160657,1,0.733215045,0.459735934,0.673954125,0.533066366
おいらせ町,0.689288367,0.697957627,0.47822324,0.495139871,0.626095673,0.167958772,0.519838769,0.299672978,0.311152467,0.440692113,0.532175303,0.360148955,1,0.506384872,0.541615068,0.428452666,0.668670653,0.021889272,0.48491833,0.512420978,0.39819866,0.847667848,0.494318875,0.389932661,0.650626598,0.553729993,0.357882814,0.444134843,0.612886294,0.477509405,0.567435531,0.700493443,0.32951567,0.618543934,0.437688101,0.358469314,0.408867377,0.465563858,0.310773232,0.535627193,0.527287851,0.477817722,0.43328384,0.395831831,0.750550347,0.41590712,0.903660201,0.541360585,0.5,0.39208255,0.648669836,0.87930261,0.746940403,0.338866466,0.476439498,0.640180986,0.389435116,0.453595211,0.494254129,0.233221669,0.117431593,0.429958304,0.573709807,0.264227229,0.561534516,0.284547384,0.358768729,0.728288946,0.488668162,0.371075302,0.369436777,0.42174516,0.390889786,0.74763989,0.903660201,0.449064447,0.601826436,0.60791745,0.556666813,0.973556229,0.368933583,0.375600594,0.375468782,0.282502907,0.681704487,0.363663703,0.511346187,0.391433202,0.639979743,0.542313181,0.381127907,0.641736071,0.652489279
