,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
江差町,44.986492454405486,53.56502136984527,28.626705720586752,48.544558313491734,50.38807879791932,41.54417427450212,59.380288206128796,40.27357312322382,43.79847224300871,52.545088702642516,36.94538607379131,58.48878636529271,47.07598772541315,48.01559886232331,53.79437834047327,52.29140658205919,42.416468932030874
上ノ国町,38.49865988591062,59.74394440629373,22.650263218473686,66.0118769693987,52.962135482524474,63.18104516917793,27.301564760633635,38.60378624365345,34.217978729935325,44.21965449708287,25.30002424515643,44.610072349329755,35.43066787312789,65.85073706038501,38.16808473696603,48.61285637085226,37.85030744502757
厚沢部町,51.831608037598386,63.01696039855636,35.58314869945145,64.77244116820792,52.8333004249678,55.668897728767504,48.61492830732699,54.29647821527891,20.876097751871097,35.028537346295074,23.55410136205414,44.68809235556193,39.00161185675577,65.75696181445535,57.842555670429476,57.51903472991754,29.988342530630103
乙部町,49.59467607498574,57.97208038070792,47.22401213420605,65.63942778925819,45.26704323238319,58.78724603459793,45.235590267310414,48.13996788376218,52.10086577120626,42.73996292245539,26.189161558993675,45.19665551264511,37.431369855943245,57.561400529378574,58.230865602162815,58.46726696872347,45.22513739446546
奥尻町,40.199380605535254,59.25734656269306,25.80883426924657,63.36584674809894,52.935650142924786,44.30382278992337,49.681633505137626,53.58299783550466,47.34530978739492,38.157267410235505,19.92238391281297,40.09870313597414,42.58091700117764,59.78432206787434,51.235353276573505,54.414803616323304,51.54427477385084
今金町,43.218299199226514,59.98035018409716,60.91294039309485,55.91233992188085,50.05215429080416,44.465464248986216,54.69501704864512,55.15389323275263,39.848372515000165,30.775598475481093,29.90087615779383,43.30861814569289,43.89413351459561,64.65250119416976,58.81329623942098,60.56640751871522,47.53463343431395
せたな町,40.288253266084006,55.40114569857326,41.19337359018333,65.09523503336035,53.45566184381718,50.51877862266056,57.32205067586873,54.467473593067325,22.05001463630442,28.915159062235396,21.956328026603266,40.06756589233958,41.18151933687403,56.39798539740223,50.22521570089714,52.725204900782884,40.224388753450725
島牧村,35.13117669261063,55.41114186075541,39.00682277338406,68.72465322923212,56.56493818134526,55.12391248898295,85.14322100295448,50.02534069545545,65.52179193747996,81.13474113629874,13.232277916565142,48.59554020282077,33.040972650069236,53.29728539230902,38.35879098739344,64.15660083013347,39.64669606832781
寿都町,38.90108891643252,69.07531559777354,20.791656832181793,59.83681930445548,59.07026831057508,51.28515507793956,43.310702347781735,52.211957757910554,40.720466105642714,47.663871175166825,27.437964585288988,46.16575192101974,41.01221025270485,57.04385013450414,56.99214113149353,57.93930431277373,35.74891601358499
黒松内町,36.28458334836775,63.495110307643245,42.162361805272475,51.653403672692,57.18038815954751,53.10621638921048,58.08181295963837,51.695732620357816,56.35783337329973,82.14799069873665,25.65472395739654,57.76794915211351,41.622434586812865,61.78580784008491,53.807656473361696,63.939913511050946,44.751239697634624
蘭越町,44.931484216463545,68.94877666538174,29.240407054567985,60.73847301244785,56.25689713755795,41.75634964961237,58.376169534181855,55.032076693721,50.34304585435828,82.85988118440278,29.16672479202953,44.297801603152784,39.170019065102075,61.031418868989874,54.44024143060945,47.63462698050642,49.58376209438159
ニセコ町,48.94621219416464,59.93526188672842,32.23980002414662,50.61984667654378,48.53698374821493,39.02088294786902,55.259273367076744,55.43180882289378,41.194526671203235,83.28143982246773,42.95671565073718,45.31132577536581,45.59637398797084,49.003442106663464,64.9053284986962,46.203017333274985,61.5266102199254
真狩村,47.64463126674001,60.831509831866846,44.9812240390747,56.609252487819994,52.09676709234514,57.199003053697965,35.33025303458052,66.70047016219998,64.68708418675132,82.2313100712312,41.83685284897788,52.006790608837015,41.19835943864266,60.407511357207945,72.06307608681517,67.20965978607143,65.43016885129381
留寿都村,37.53587477144438,63.657947262515634,47.039815369607204,47.78234401633429,46.81315965148257,43.34879685045225,52.65285093402543,64.58761813185907,50.04012510900373,83.81309058798173,46.94202096461602,41.16043179147221,42.93506933913805,57.71650255408266,61.881247353342495,58.65882347965614,57.57198391496815
喜茂別町,37.23515765602998,53.15826512238182,35.696944845018024,62.42980470842948,55.80864628665396,46.15975850139131,50.381462359023075,67.37647140084576,66.12780589483798,82.0754570629778,21.126345848660506,46.131170264029684,39.61460728456793,48.96824827794009,62.2522849746239,57.44146795733928,56.74717169909116
京極町,45.649633514702295,61.54676918253416,36.04951089773356,52.29328637939798,53.19066048825294,59.73467516513136,42.51327934223491,68.80956316439813,65.0032084854758,82.17385066220557,39.46012210852995,55.840360890537035,51.25978774554232,56.31390059798882,69.71413078386618,70.88938411973233,63.430015338902216
倶知安町,52.241907796176115,52.46338899455054,35.81159000724477,37.07300900624368,41.050165140846474,41.190374145541085,54.11339569550585,53.6390852174281,31.8419408032004,81.9480774441281,55.654018177944266,52.97194188751326,55.30771053128753,51.190433014300105,60.82879114627578,61.96252276287554,59.645978498962194
共和町,48.24737053710423,62.615091562478256,46.35698434944354,54.693665868880736,52.95683021656,36.535632159587294,48.342975484271626,55.43608889304738,53.2867409316623,83.36386135349349,40.14511092809848,51.33227891876657,41.34168607178121,59.4765986216705,67.92192853521034,53.3594123248799,53.943923209822586
岩内町,47.272705098774644,35.13714932140524,36.71997210411488,39.85852436125653,52.847102776928146,56.30755357830586,46.15570406643994,40.795471178513544,27.327142111306095,50.15717846554715,40.54787300134487,53.02223421644329,49.80893099054915,52.56957030322018,42.85966411309142,48.26342991430299,39.69461983311867
泊村,42.72980769221959,45.914727414885036,29.276436753970316,53.74015084672741,55.49361257721536,65.32953167052426,53.24011649512078,47.571346163343584,67.16686273056321,81.53637254805491,33.96515310261023,47.88821254580207,43.30468606148175,55.72812382097104,56.02632770597078,65.34762080155679,56.2533295022159
神恵内村,42.519328532389025,63.80742976428911,58.11699858059261,71.04715276625753,61.61569909697969,66.36266986165245,84.30645897873086,58.127632033224266,63.34988920827076,81.22530721744687,30.225379220438843,50.603198221474656,32.417574295973864,62.93475406004349,62.57245917238379,68.93546390435397,33.48477788981763
積丹町,48.92868935536506,43.52015475647878,29.78685278737813,73.4968720373747,57.75862370782983,59.02196778827793,63.760857361108314,59.41826023737191,64.92123553271003,81.52072288575181,16.35523355067717,49.11222898100595,33.12563201672884,55.87407205925143,62.33318815102823,60.37390908168503,41.529963466384004
古平町,43.292952121929915,58.4370708244569,36.341811029512996,66.91443039151623,59.21142224679039,45.98704254081459,58.072731841492,52.73700322667205,58.73058179985588,81.29261909503865,17.645903738904117,51.72741339775955,42.483390313916914,62.833749687863005,59.13820887251069,62.62360967457234,57.012326805812606
仁木町,43.19294549273931,63.54711866276745,32.42170508647098,68.78893948548811,56.85585291903975,59.01726511394142,63.15710158503198,55.08396845657931,57.81094961444083,82.1669981297189,29.87773757028557,44.286670796953565,41.34350511483561,46.55894165815843,47.586573268395014,54.432261739259815,39.687456202831854
余市町,42.8786035965112,49.938305729884206,40.558874666587776,43.617803416618415,53.257450942892184,58.334464854375014,62.17094406739665,35.44909648029701,48.439130974087696,50.71649641230769,44.688588526436654,46.05729776414973,45.098372307788935,47.976966935976776,41.986125098871895,51.75972839190827,54.90337857410895
赤井川村,40.67328337120213,45.973169262655965,41.51017275373564,59.43441934119025,46.286300795735166,69.09398871458154,48.54330670021071,67.74999491224995,63.572910192583024,81.79840383557777,29.112378902212477,45.764461507400966,39.18922828688281,57.435323722844366,75.0690579435399,65.22756517184017,59.26571757664241
南幌町,50.61118963567043,63.665471892703586,67.45150146256749,62.08009087150913,41.050807917531664,35.82917607788635,52.110189956693645,45.61514762271558,44.406892837690386,59.24327118112392,49.991897655144676,41.48677740592483,43.03309980403543,49.921731542331635,60.4337876522574,48.1547116328858,61.91572385573928
奈井江町,45.95153207878908,48.160828722077774,60.82892840997008,52.071788983486165,48.83685173628612,59.32814978535617,44.56571826188287,47.2370541724486,65.96486529937667,84.90768713943736,40.180467844060075,56.56162334230414,51.51681821405079,43.272112207433786,45.509560365552495,58.682627479831986,48.12401705748215
上砂川町,42.60153764147278,44.5704350368388,33.08204818767685,36.74031747534314,57.61668506420284,62.79231505100349,45.59568743284193,34.833125366704195,52.503918001902086,82.29693921873803,23.744536859753367,46.08989282653166,39.4844463269294,57.12062231075241,40.80040269628926,51.36398256970705,46.77730476680081
由仁町,45.403327415398515,57.8583670043052,30.638659946701374,57.90207066081141,50.30787169473129,73.38491113544035,49.693277537382414,54.48713697323142,60.109071651516956,20.39505900075354,35.99958726389211,46.99071544864009,44.48093584497761,53.23325242231517,55.483034643347274,61.24090042770574,39.35342945171708
長沼町,45.10359202299053,63.42338015795333,55.89946031043937,58.68774531954467,48.62818170120844,48.867466938601986,42.598600811527696,55.90516884156342,58.62406049550495,42.302130548552775,44.44716250541848,46.57795940809584,43.49904540753835,51.72737877399454,53.092481977998105,57.789439144976896,51.29504631525984
栗山町,49.43961655307845,62.97554127471161,47.12725805799355,47.40491036936565,48.659700085245504,52.494142214795815,50.078913995410105,47.85888577239978,55.460052919162386,42.773803936025004,45.85064250082117,46.63935319747178,48.75158816183714,59.29101979828131,54.046706830207356,51.98420842499895,53.80366902485153
月形町,43.56030607532126,68.57964375161481,63.52421196612581,59.30230909588372,54.4265268540708,47.69094484133204,44.86261457417009,51.80097835206077,45.23878087141223,41.46587462248801,32.23729516673093,43.14116387124213,42.928167995779035,64.1716029881219,51.639724499862794,48.82832779955149,44.447237262931175
浦臼町,40.61814637107047,69.07041858759949,42.22976068516135,56.546763449209614,52.61082050911937,30.766562274728564,55.66775393301284,59.165945198849954,46.34751625813131,83.8474064032005,24.24064215812525,48.86856385205347,40.133002632176336,54.05213189794452,61.737367441140066,52.90471673254971,59.08798795379735
新十津川町,42.64828627457602,63.13500564523717,50.63377106067593,49.244870848148814,52.004267718447664,40.72307500413644,70.83429114581065,44.390016641424204,49.65380933574435,82.48731387872766,39.80392123816691,49.89735422072074,46.553182199222185,57.2331981629712,48.05740801233321,46.26554577075794,63.64640541249953
妹背牛町,46.65137175970596,48.986503539760804,40.88211491753842,58.52100817334698,50.44369464470857,66.94267465413179,48.007606250121796,49.05245342022738,61.955507919463656,28.28766095311416,29.884086836177065,40.625764031193775,35.26234970444202,49.68252949958283,44.53941353356933,50.55386131838944,45.88613935127296
秩父別町,43.72731585530348,65.55403265503342,36.64394980875983,64.08987632063172,53.54222282639358,40.86650502942265,45.842417769185516,60.41405704503149,24.882233726854,35.6252194080538,29.557700913660025,44.53446906739535,38.59588502209574,56.503520152320576,51.881879909310314,34.41517651227021,53.113489750407936
雨竜町,46.89462194323105,70.48374697742162,40.80264672579443,54.29563395163892,57.839640447233165,34.59522646469006,48.3688625284789,51.63129013158162,47.59969376104933,82.23628256906711,35.48554327978392,57.384838524442806,40.30411965427652,57.38097986497077,58.56203607186373,43.67093664663578,54.953402561808495
北竜町,44.33247978774244,67.33325688731622,54.69671192036213,60.025375287280916,55.77306861688115,52.67156418466499,55.57955078133037,59.5865312900151,40.978411660135386,22.37218918347425,18.873662417577773,44.51701583000911,34.17883975098609,67.47142276391328,61.740649256046666,44.98106114854888,49.47601469465411
沼田町,53.66853502547059,71.82028820650658,48.24725482910141,55.41147052800328,52.28632347039797,42.184175577611676,54.07142196659554,56.86547566690753,52.34262226935178,38.32181934245851,28.471787362663665,44.84267074266845,38.31056037318452,65.54803379823531,59.245879243921586,56.91042291169517,57.91687901709346
鷹栖町,44.23627428041369,58.104123203107406,42.61243474600194,58.709486167862956,44.69843243220113,53.13544551635161,41.1095527425783,45.71635649887863,58.29178717886519,50.1441967408063,46.33628778097649,43.297405566629784,41.47296727804236,52.80858490083131,55.91499091517633,48.52291708841032,54.64287897580328
東神楽町,49.378582261484944,66.08658309002293,61.85837852047633,54.94874931753226,43.8612057232545,41.756581095924346,59.940977685504095,36.22504835640515,30.82437870829458,89.79205340382086,50.686414232122736,47.92993803732335,43.549660003776246,53.873546099531936,59.15992536454776,44.57814005581392,60.518567020325854
当麻町,45.03839827556462,69.18936251525221,54.56602799370658,58.49858729059187,51.263510776903196,38.49623837670867,49.159937241859964,50.54769733614495,45.87636838981612,34.82905629426503,43.65063142268494,38.64765374004267,43.49852303487849,61.9986355585415,53.783178451678694,47.74046304331672,54.37659754646248
比布町,47.25004256570982,69.7877344991073,35.527320682367815,56.77680217559795,58.892245031560996,46.39147377268919,42.735151464459165,54.53206447943034,47.43114980089647,37.02960899107292,35.1983490551865,41.90906827783864,44.82028166885302,63.5438608816844,57.81101304945917,56.35063090103072,54.592239161627006
愛別町,43.40680314503279,69.8137871574296,46.46811665392844,56.716398155949534,51.914907449433926,45.712690587625296,50.43804784035615,54.88324576293031,49.67950955564736,30.1831744915757,37.39612876043438,36.90162267354287,39.07897713549322,57.11284116229229,55.084744833500125,54.72683715288924,49.36587431206726
上川町,35.95290561390968,63.27675576856121,34.39725227335919,50.210439450645005,51.793081795259525,69.94341415339882,49.33751586257182,60.63932103836495,57.89844025946249,47.70612403174615,35.02860780798369,35.6385870893408,41.2191070129024,60.967110938241795,57.16684125888899,63.919462936678315,49.71962522152773
東川町,42.377415839337914,65.47643418506235,49.74924835188214,56.276235654606865,45.22233362948069,53.86124074705359,65.74423353278256,47.99327701211059,47.16333617116852,82.75763213629443,45.914884303273915,41.70591225186845,44.85971675322357,58.21883607203085,57.57462477052775,46.52664104671736,52.95061809103263
美瑛町,49.54780552347168,67.79446881172888,36.389528247185,64.11694360669871,50.31765220765219,44.467476734111465,79.08103326817294,52.40779754694152,47.88425029554265,83.7481789903442,37.224145387138705,47.27114986798903,50.7949677269272,58.03553527876089,64.51350052681363,59.41998333461178,57.20001084097812
上富良野町,39.3979810657595,63.90871319582481,28.009071016308308,48.78549502102011,46.328088675622176,60.97037999803947,82.91870481908596,47.82601846898839,58.53833805892371,50.465987171008564,42.22879978116153,43.518873710165515,37.0993364768331,62.99474325003368,61.21838499225745,64.03571105797118,52.959030855342505
中富良野町,42.845032592094576,69.55909928628196,48.92984954564843,62.570583880122896,40.87665204844967,55.129096002925195,74.50198264020119,56.70594299242766,22.808292426456,26.186534058751153,45.77753140990419,43.441450249215706,40.284157855334605,58.727225613925214,60.05738964266385,50.25485981302722,54.29435387306623
南富良野町,43.15005678698469,67.18360389578693,37.87477567383587,53.7544340365092,51.110962103081356,36.21163379598819,42.584310947735084,58.72655396474122,45.607531088934685,47.86216235001084,32.09643765090277,45.99866479901502,46.553999529103926,50.722440743176264,58.90737048877506,59.60003963658729,44.60886208149732
占冠村,42.77810953019,41.26263253943503,40.65616891594846,53.06344643383461,47.4737778750506,65.71951543317017,43.7768938148299,65.40021483200745,66.13926947836507,47.76477021514992,30.788116120050347,32.89641923809775,44.792912882857095,59.791913186519864,71.21312131950599,64.03467337333899,59.73602715308986
