市区町村,総人口（男）比率,総人口（日本人）比率,15歳未満人口比率,15以上65歳未満人口比率,65歳以上人口比率,15歳未満人口（男）比率,15歳以上65歳未満人口（男）比率,65歳以上人口（男）比率,未婚者割合（15歳以上人口）,外国人人口比率,出生率,死亡率,転入超過率,従業も通学もしていない人口比率,流出従業・通学者割合（総人口比）,流入従業・通学者割合（総人口比）,昼夜間人口比率,一般世帯人員数（一般世帯当たり）,核家族世帯割合,単独世帯割合,65歳以上の世帯員のいる世帯数割合,65歳以上世帯員の単独世帯割合,65歳以上世帯員（男）の単独世帯割合,母子世帯割合（世帯比）,父子世帯割合（世帯比）,母子世帯割合（親族のみ世帯比）,父子世帯割合（親族のみ世帯比）,総面積における可住地面積比率,総面積における道路面積比率,耕地面積割合,納税対象者割合,卸売業年間商品販売額の割合,小売業年間商品販売額の割合,売上金額（民営）の農林漁業の割合,売上金額（民営）の鉱業の割合,売上金額（民営）の建築業の割合,売上金額（民営）の製造業の割合,売上金額（民営）の電気・ガス・熱供給・水道業の割合,売上金額（民営）の情報通信料の割合,売上金額（民営）の運輸業、郵便行の割合,売上金額（民営）の卸売業、小売業の割合,売上金額（民営）の金融業、保険業の割合,売上金額（民営）の不動産業、物品賃貸業の割合,売上金額（民営）の学術研究、専門・技術サービス業の割合,売上金額（民営）の宿泊行、飲食サービス業の割合,売上金額（民営）の生活関連サービス業、娯楽業の割合,売上金額（民営）の教育、学習支援業の割合,売上金額（民営）の医療、福祉の割合,売上金額（民営）の複合サービス業の割合,売上金額（民営）のサービス業の割合,一人当たりの労働生産性（農業漁業）,一人当たりの労働生産性（鉱業）,一人当たりの労働生産性（建設業）,一人当たりの労働生産性（製造業）,一人当たりの労働生産性（電気・ガス・熱供給・水道業）,一人当たりの労働生産性（情報通信業）,一人当たりの労働生産性（運輸業、郵便業）,一人当たりの労働生産性（卸売業、小売業）,一人当たりの労働生産性（金融業、保険業）,一人当たりの労働生産性（不動産業、物品賃貸業）,一人当たりの労働生産性（学術研究、専門・技術サービス業）,一人当たりの労働生産性（宿泊業、飲食サービス業）,一人当たりの労働生産性（生活関連サービス業、娯楽業）,一人当たりの労働生産性（教育、学習支援業）,一人当たりの労働生産性（医療、福祉）,一人当たりの労働生産性（複合サービス業）,一人当たりの労働生産性（サービス業）,財政力指数,実質収支比率,経常収支比率,将来負担比率,実質公債費比率,一般財源割合（歳入比）,自主財源割合（歳入比）,地方債割合（歳入比）,投資的経費割合（歳出比）,民生費割合（歳出比）,衛生費割合（歳出比）,労働費割合（歳出比）,農林水産業費割合（歳出比）,商工費割合（歳出比）,土木費割合（歳出比）,教育費割合（歳出比）,災害復旧費割合（歳出比）,公債費割合（歳出比）,地方債現在高（歳入比）,地方債現在高（歳出比）,幼稚園在園者数（幼稚園数当たり）,小学校児童数（小学校数当たり）,小学高児童数（小学校教員当たり）,小学校数密度,中学校生徒数（中学校教員当たり）,中学校生徒数（中学校当たり）,中学校数密度,義務教育学校生徒数（学校数当たり）,義務教育学校生徒数（教員当たり）,義務教育学校数密度,高等学校生徒数（高等学校数当たり）,最終学歴人口割合（小・中学校）,最終学歴人口割合（高等学校）,最終学歴人口割合（高専・短大・大学・大学院）,労働力人口割合（総人口比）,労働力人口割合（男）（総人口比）,就業者数比率（労働力人口比）,就業者数比率（男）（労働力人口比）,就業者数比率（男20歳以上45歳未満）（就業者数比）,就業者数比率（兼家事・副業）（就業者数比）,就業者数比率（兼学業）（就業者数比）,完全失業率,完全失業率（男）,非就業者数比率（家事）（非就業者数比）,非就業者数比率（学業）（非就業者数比）,雇用者数比率（正規）,雇用者数比（男）（正規）,雇用者数比（女）（正規）,雇用者男女差（正規）,雇用者数比率（派遣）,雇用者数比率（パート・アルバイト）,都市計画区域指定面積割合,公民館数密度,図書館数密度,持ち家一般世帯比率,市街化調整区域面積割合,市街化区域面積割合,用途地域面積割合,住居専用面積割合,住居地域面積割合,近隣商業地域面積割合,商業地域面積割合,準工業地域面積割合,工業地域面積割合,工業専用地域面積割合,商業・近隣商業地域面積割合,工業・準工業地域面積割合,非水洗化人口比率,水洗化率,ゴミ計画収集人口比率,1人1日当たりの排出量,リサイクル率,中間処理後再生利用率,ゴミ処理直後資源化率,最終処分比率,二輪車台数密度,自市区町村内通勤・通学者比率,県内他市区町村への通勤・通学者比率,他県への通勤・通学者比率,平均寿命（男）,平均寿命（女）,病院数密度,一般診療所数密度,医療施設数密度,歯科診療所数密度,病院病床数（病院数当たり）,病院病床数（10万人当たり）,一般診療所病床数（一般診療所数当たり）,一般診療所病床数（10万人当たり）,医療施設病床数（医療施設数当たり）,医療施設病床数（10万人当たり）,医師数（医療施設数当たり）,医師数（10万人当たり）,歯科医師数（歯科診療所数当たり）,歯科医師数（10万人当たり）,薬剤師数（医療施設数当たり）,薬剤師数（10万人当たり）,養護施設密度,介護老人福祉施設密度,老人ホーム（養護、有料ロー人ホーム）数密度,児童福祉施設数密度,保健所数密度,障害者支援施設等数密度,福祉・社会保障施設密度,子ども向け施設数割合（児童福祉、母子・父子福祉、婦人保護施設）,高齢者向け施設数割合（介護老人福祉施設、老人ホーム）,国民健康保険被保険者割合,子供施設数（10万人当たり）,高齢者用施設数（65歳以上）,第1次産業の売上割合,第2次産業の売上割合,第3次産業の売上割合,第1次産業の事業所割合,第2次産業の事業所割合,第3次産業の事業所割合,1人当たりの労働生産性（第1次産業）,1人当たりの労働生産性（第2次産業）,1人当たりの労働生産性（第3次産業）,人口一人当たりの市内総生産,合計特殊出生率
矢吹町,0.693244223,0.622128943,0.599533488,0.609005688,0.41850919,0.451680806,0.701147904,0.701147904,0.624908345,0.435610031,0.574054951,0.482042273,0.570561892,0.483160964,0.379266059,0.378619958,0.602655258,0.747892349,0.394487512,0.359317593,0.354555199,0.432427838,0.515362346,0.731662014,0.684664389,0.657826624,0.637497507,0.716602647,0.564505359,0.86394267,0.569648917,0.354023673,0.675516637,0.439539814,0,0.365462115,0.656342263,0.380450692,0.368756511,0.694202799,0.458181536,0.361544613,0.386009382,0.43688509,0.410124282,0.924652088,0.459477134,0.428442848,0.3027087,0.523945536,0.51471833,0,0.535172142,0.499169536,0.379746136,0.349783478,0.526335814,0.51300196,0.441214509,0.930667659,0.576724012,0.769115569,0.687113047,0.621101445,0.57902071,0.14251087,0.704040218,0.571614947,0.484080689,0.274840423,0.802589488,0.723023181,0.340230703,0.482599406,0.448159194,0.747291071,0.403280114,0.29612146,0.355635931,0.619108738,0.450882846,0.973900792,0.493523358,0.895482951,0.402035108,0.448159194,0.451220786,0.502103089,0.483773482,0.639323664,0.361864902,0.692669344,0.740361292,0.312626602,0.545033469,0.665860127,0.364729584,0.635506307,0.599663722,0.603454589,0.368006599,0.535276243,0.591489957,0.389617887,0.597657989,0.646507878,0.168754275,0.39940362,0.611167017,0.673675553,0.242118974,0.549676105,0.761413561,0.415055283,0.585585718,0.415055283,0.713401922,0.171792111,0.595898779,0.410557959,0.423404737,0.511197023,0.377707796,0.37623085,0.422055249,0.417924799,0.461168873,0.41082642,0.414033917,0.409111095,0.644268138,0.644268138,0.403375423,0.47673257,0.329286283,0.514509169,1,0.539033202,0.272831783,0.350764603,0.410598315,0.577512332,0.392082938,0.396083352,0.669870057,0.380593433,0.25046144,0.393260985,0.501292459,0.358391125,0.385122516,0.412820225,0.60147204,0.93513462,0.347656324,0.348264257,0.958048205,0.924705403,0.540741206,0.522079452,0.535254333,0.671176909,0.539464118,0.531827116,0,0.327163423,0.340350783,0.34498485,0.344002052,0.472761301,0.350085773,0.377928909,0.250843214,0.46433894,0.312124063,0.25376383,0.439539814,0.619724076,0.396041995,0.464079741,0.562875696,0.46398775,0.51471833,0.480776548,0.543836417,0.584363919,0.489527808
棚倉町,0.601578655,0.642261333,0.589871257,0.574218894,0.430981984,0.373810583,0.610075195,0.610075195,0.434260655,0.343892838,0.456072667,0.46407274,0.474941928,0.45384341,0.415538199,0.400860691,0.571445284,0.790526809,0.351257094,0.339323395,0.349442095,0.434885082,0.459939772,0.616390274,0.468746745,0.548173523,0.434709567,0.350032759,0.341397597,0.406432147,0.498017373,0.350102662,0.679003575,0.427021673,0,0.505018901,0.720413323,0.380450692,0.512308328,0.481341463,0.383231037,0.43577487,0.443218151,0.505835937,0.359584524,0.649291959,0.353155085,0.30998446,0.396353643,0.264528548,0.627532642,0,0.516192899,0.675064261,0.379746136,0.420268279,0.57850967,0.720902676,0.495679924,0.713081593,0.894248404,0.526924077,0.42521563,0.51397622,0.623914087,0.866403803,0.556636465,0.530836003,0.615206799,0.23807517,0.342244242,0.809119438,0.564114872,0.446319404,0.366801028,0.519964219,0.317649836,0.501371259,0.508341862,0.585569482,0.434328183,0.535584953,0.568259765,0.895482951,0.568054233,0.366801028,0.365796684,0.559902724,0.393110608,0.490124359,0.422725605,0.577183466,0.635076903,0.323678219,0.438690664,0.524452086,0.389295994,0.494952468,0.48334922,0.772171849,0.288808848,0.542985607,0.603945789,0.524169756,0.662364312,0.616786154,0.208777986,0.324877753,0.476441239,0.526031692,0.452483127,0.5441303,0.855203358,0.515670854,0.484955083,0.515670854,0.540565645,0.127229727,0.504859411,0.318719684,0.447437291,0.559784519,0.377707796,0.37623085,0.402320812,0.418465442,0.44005479,0.408851216,0.464480216,0.384111997,0.363732898,0.363732898,0.423503606,0.36745588,0.750067658,0.536747271,1,0.705572374,0.280849377,0.327682343,0.463875859,0.670940333,0.390983335,0.45655915,0.584250407,0.412550923,0.322808923,0.223364637,0.329174569,0.376206443,0.370530962,0.376702601,0.265998427,0.285491917,0.697814997,0.662121974,0.29766522,0.295772812,0.360894095,0.339581358,0.627804219,0.493276003,0.359691245,0.335148,0,0.420382691,0.340350783,0.340199772,0.306702504,0.323094034,0.323221837,0.678027397,0.651540987,0.385297771,0.306056639,0.381315145,0.427021673,0.733164744,0.283464229,0.433510298,0.582804054,0.455209241,0.627532642,0.654542311,0.669273371,0.725714448,0.44894442
矢祭町,0.507181065,0.695861579,0.499839923,0.371145628,0.615993924,0.098323454,0.621932474,0.621932474,0.299644473,0.320325292,0.391671847,0.624304273,0.297095662,0.618993294,0.913753642,0.922760226,0.522401038,0.807808489,0.347902474,0.252667313,0.564806522,0.726763194,0.9252418,0.360329201,0.644373552,0.309452814,0.567677921,0.317556393,0.332273306,0.368952873,0.424877014,0.233460897,0.782947021,0.471899354,0,0.322763768,0.995622953,0.380450692,0.368756511,0.285574602,0.15938413,0.321379779,0.299069386,0.293063646,0.297473551,0.241119946,0.316935533,0.274807904,0.406839992,0.177839195,0.600998307,0,0.443408569,0.950991711,0.379746136,0.349783478,0.651708112,0.37142304,0.238885579,0.288181431,0.394450112,0.836489174,0.273793539,0.224676723,0.479669843,0.835440689,0.316542079,0.428888641,0.816939275,0.134464003,0.342244242,0.24411275,0.591908571,0.409095447,0.608864029,0.735985931,0.234808779,0.600846981,0.439530232,0.673889293,0.720609651,0.227328382,0.73193323,0.895482951,0.566135543,0.608864029,0.645967185,0.705883854,0.529587168,0.578243651,0.30368212,0.344820978,0.36250732,0.366863711,0.451385206,0.463330181,0.339010419,0.283515873,0.642990108,0.887894338,0.162626672,0.59419508,0.64862586,0.408385643,0.623801015,0.588593267,0.314323336,0.344971288,0.592375004,0.628161423,0.294076224,0.353226665,0.631338712,0.541504251,0.459117817,0.541504251,0.347356851,0.412589581,0.267778514,0.381030849,0.541347318,0.729470482,0.377707796,0.37623085,0.344525863,0.352589086,0.337371814,0.347532925,0.358167832,0.352928596,0.363732898,0.363732898,0.342764847,0.348954597,0.931945337,0.679610233,1,0.553371012,0.304902157,0.348872516,0.471281476,0.709114308,0.356229195,0.440899821,0.462456171,0.912577054,0.467503888,0.223364637,0.329174569,0.359262899,0.353433138,0.35853845,0.265998427,0.285491917,0.347656324,0.348264257,0.26079761,0.266786672,0.258124318,0.269057199,0.581529276,0.456977217,0.186576628,0.205808581,0,0.528480724,0.340350783,0.319372369,0.323892168,0.323094034,0.328192283,0.227879665,0.918672837,0.498991021,0.26958492,0.591748598,0.471899354,0.978297057,0.030163908,0.622684253,0.939056387,0.081207563,0.600998307,0.961708825,0.401403362,0.990255866,0.44894442
塙町,0.577179744,0.565849632,0.441248023,0.417145248,0.59305398,0.505962115,0.580160349,0.580160349,0.365986132,0.459061216,0.49991754,0.610678945,0.439773026,0.467577222,0.491192705,0.45564368,0.546923161,0.758758094,0.390472515,0.281281959,0.51526652,0.605834226,0.779206539,0.441074308,0.527923587,0.38066195,0.472615748,0.306187063,0.360295651,0.369172715,0.442771956,0.233021948,0.783224568,0.883306812,0,0.353608804,0.595622803,0.380450692,0.368756511,0.568751307,0.402552406,0.321379779,0.365130089,0.332847918,0.426424359,0.532301035,0.336053287,0.874924508,0.495596692,0.417213704,0.559900595,0,0.304589562,0.492663356,0.379746136,0.349783478,0.513980819,0.070356886,0.238885579,0.397954792,0.357296965,0.550467819,0.824795224,0.331494999,0.860693511,0.551718934,0.6988497,0.354127242,0.357997891,0.508801123,0.454373028,0.583116763,0.627431996,0.339961008,0.534545563,0.543236045,0.247981254,0.472892221,0.408134919,0.884905236,0.815795952,0.492576599,0.513311978,0.895482951,0.560544044,0.534545563,0.531071553,0.582874374,0.433137302,0.471596482,0.317118969,0.548288235,0.458433096,0.32543753,0.447223061,0.502755016,0.340045927,0.352581122,0.612506172,0.650577303,0.234386526,0.691750851,0.682451438,0.664851151,0.5969482,0.538385707,0.520919266,0.351297337,0.335578011,0.332016387,0.327231612,0.400946799,0.753209754,0.395481888,0.605162044,0.395481888,0.350928626,0.287266061,0.300248011,0.928319579,0.451263042,0.654369944,0.377707796,0.37623085,0.344525863,0.352589086,0.337371814,0.347532925,0.358167832,0.352928596,0.363732898,0.363732898,0.342764847,0.348954597,0.374319172,0.64659002,1,0.548959378,0.302897759,0.348177511,0.470084568,0.711956473,0.347155339,0.485650787,0.516784651,0.497735391,0.322808923,0.461219524,0.471984101,0.339821362,0.354273428,0.366845757,0.580621639,1,0.347656324,0.348264257,0.992005214,1,0.653787962,0.606144179,0.581529276,0.591165467,0.58740355,0.562498448,0,0.343197003,0.375968677,0.309061269,0.307402784,0.416230397,0.317302914,0.137850118,0.758393727,0.531504421,0.209374259,0.451043366,0.883306812,0.549513303,0.404901949,0.552667497,0.588434184,0.415020715,0.559900595,0.43194909,0.449756093,0.501619656,0.459090267
鮫川村,0.716657664,0.672471545,0.436688977,0.376266221,0.631183263,0.246611329,0.696148525,0.696148525,0.208974321,0.356896803,0.42157996,0.622212934,0.25417008,0.437340228,0.393840325,0.405811284,0.22590628,0.938736787,0.195339211,0.217803831,0.523453395,0.719690908,0.955127455,0.353177565,0.07592341,0.297060263,0.080654523,0.337409223,0.395142022,0.411072151,0.39849252,0.196569134,0.815540275,0.639855653,0,0.851672018,0.540109483,0.380450692,0.368756511,0.682911053,0.370290107,0.321379779,0.29382061,0.432319229,0.377218068,0.273486754,0.549332576,0.492623908,0.3027087,0.220710464,0.565133809,0,0.248184458,0.406077027,0.379746136,0.349783478,0.597710281,0.829954433,0.238885579,0.203740384,0.611176805,0.534471015,0.311863976,0.396031041,0.4384023,0.14251087,0.070033918,0.279365844,0.842155835,0.234732874,0.342244242,0.459353393,0.546868251,0.427622969,0.330375544,0.738603866,0.314517837,0.486449227,0.34089261,0.733565887,0.676260975,0.175417793,0.796781878,0.895482951,0.5079976,0.330375544,0.343739919,0.323517038,0.390940486,0.49931281,0.290662617,0.312563974,0.29816686,0.343837551,0.345250508,0.407609747,0.313104064,0.30411428,0.759293454,0.718040505,0.161739554,0.728370882,0.866117714,0.750523114,0.957105641,0.820166841,0.31055968,0.308471379,0.249795316,0.228100037,0.559959908,0.420970636,0.975689276,0.442562378,0.558074505,0.442562378,0.494578869,0.017962843,0.267778514,0.36757341,0.491275241,0.755590223,0.377707796,0.37623085,0.344525863,0.352589086,0.337371814,0.347532925,0.358167832,0.352928596,0.363732898,0.363732898,0.342764847,0.348954597,0.769077459,0.743629013,1,0.30962825,0.342985726,0.380011294,0.487560811,0.772783939,0.328646945,0.375975233,0.687633834,0.393722116,0.419272233,0.325302446,0.329174569,0.328841857,0.326655611,0.335878751,0.265998427,0.285491917,0.347656324,0.348264257,0.26079761,0.266786672,0.258124318,0.260513222,0.350154561,0.286545504,0.139968846,0.168767323,0,0.261607568,0.340350783,0.313641089,0.314726776,0.323094034,0.300102179,0.678027397,0.117277289,0.54756356,0.401586158,0.171473906,0.639855653,0.642957925,0.344686854,0.605155306,0.934037355,0.090862554,0.565133809,0.314344078,0.440355443,0.311036422,0.438798573
石川町,0.699715525,0.609529432,0.383761375,0.485420881,0.55818475,0.761219689,0.697037495,0.697037495,0.544157122,0.389750044,0.356350542,0.47072516,0.258096412,0.433598433,0.379943603,0.381683675,0.573674567,0.738634443,0.317893023,0.321350942,0.478007948,0.494854365,0.574911118,0.476850506,0.381244588,0.423022907,0.353067066,0.502079196,0.505045669,0.542511018,0.420555117,0.264339988,0.755271949,0.460347916,0,0.508293895,0.48623528,0.380450692,0.368756511,0.410211233,0.467947536,0.897601297,0.382572497,0.583439628,0.843958154,0.468144378,0.750412963,0.441165867,0.936112941,0.969625767,0.261481734,0,0.28722907,0.419831426,0.379746136,0.349783478,0.477005807,0.345679465,0.505043457,0.312950805,0.438546019,0.908247038,0.427571633,0.684453873,0.568145298,0.494215528,0.60539139,0.449278113,0.423560946,0.398505364,0.480090639,0.351733072,0.561073786,0.301523486,0.459965949,0.738368449,0.340417916,0.875766192,0.409533779,0.738662612,0.474121561,0.228002421,0.308136626,0.895482951,0.366056283,0.459965949,0.457020428,0.323517038,0.486988477,0.577555801,0.321047758,0.791265549,0.459602922,0.351799959,0.48335048,0.655613302,0.344658141,0.60672912,0.533215263,0.592243003,0.288135436,0.619440078,0.623130653,0.537338807,0.561217014,0.466706267,0.320709871,0.335131889,0.463255166,0.466053119,0.263686384,0.664693528,0.71918893,0.386648538,0.613996717,0.386648538,0.654854171,0.232147769,0.638942429,0.345473327,0.409045844,0.621788814,0.377707796,0.37623085,0.393056225,0.396126708,0.415797876,0.443076273,0.469764349,0.412257766,0.392576464,0.392576464,0.445761808,0.393865352,0.390594508,0.892556911,1,0.487196507,0.308910954,0.437715905,0.331495081,0.550097253,0.356857421,0.47639433,0.540162103,0.377706538,0.44338806,0.223364637,0.329174569,0.362934965,0.369272144,0.393277917,0.265998427,0.285491917,0.347656324,0.348264257,0.26079761,0.266786672,0.352780692,0.368510638,0.658654181,0.824096678,0.419615536,0.436099771,0,0.3188993,0.365361507,0.383986309,0.354338098,0.453893898,0.361338554,0.678027397,0.317626176,0.536002046,0.603800241,0.336023445,0.460347916,0.477556324,0.536414191,0.495576912,0.595623968,0.425445147,0.261481734,0.350385379,0.451390268,0.411343939,0.377923491
玉川村,0.701254638,0.593691354,0.608172717,0.592506964,0.424895669,0.484767123,0.655604507,0.655604507,0.488527881,0.473087739,0.529878198,0.381713463,0.298918209,0.342662105,0.374871156,0.357336835,0.38641472,1,0.354150009,0.152338159,0.310280825,0.443279359,0.643193843,0.813448739,0.879935846,0.64722477,0.73604106,0.539644978,0.580074995,0.572142117,0.49171497,0.268919571,0.751199346,0.808664709,0,0.296064028,0.821326953,0.380450692,0.368756511,0.417509668,0.227888345,0.321379779,0.658144308,0.348043141,0.315234771,0.341977465,0.332833882,0.274439769,0.57806901,0.802424718,0.34776303,0,0.21663628,0.447517875,0.379746136,0.349783478,0.735132923,0.358376707,0.238885579,0.492247295,0.373396662,0.814576403,0.6213641,0.61821774,0.635638809,0.456300965,0.634701414,0.428888641,0.892588954,0.421901434,0.531525862,0.685356068,0.419594035,0.381436271,0.288384011,0.838946181,0.280375077,0.674997647,0.555142951,0.864663778,0.407073296,0.181751322,0.962566236,0.895482951,0.343631911,0.288384011,0.290695176,0.323517038,0.412038894,0.467693877,0.35819045,0.458488516,0.437376218,0.361756829,0.425163692,0.465116092,0.363478776,0.283515873,0.661101043,0.645131129,0.227737461,0.6848393,0.679856003,0.654294055,0.594820049,0.530520825,0.2256802,0.333522118,0.346148752,0.36240853,0.35808889,0.674906466,0.832075002,0.361305899,0.63934315,0.361305899,0.769918775,0.083040448,0.610105743,0.437372667,0.309501607,0.684833007,0.377707796,0.37623085,0.344525863,0.352589086,0.337371814,0.347532925,0.358167832,0.352928596,0.363732898,0.363732898,0.342764847,0.348954597,0.380593763,0.654002721,1,0.343818412,0.332963734,0.46287692,0.331495081,0.547794961,0.397733889,0.293593332,0.76844861,0.371655148,0.395156405,0.053468289,0.329174569,0.356866211,0.344334604,0.339010783,0.265998427,0.285491917,0.347656324,0.348264257,0.26079761,0.266786672,0.276109029,0.259254961,0.812903992,0.281487072,0.643332888,0.453870202,0,0.388652602,0.340350783,0.34336733,0.321859411,0.323094034,0.325979235,0.678027397,0.517975063,0.450932743,0.387613914,0.392201178,0.808664709,0.779025197,0.18401449,0.52747686,0.896466284,0.147339412,0.34776303,0.374337174,0.47017502,0.454185407,0.438798573
平田村,0.62266279,0.462649799,0.408566369,0.550289201,0.514551557,0.48534408,0.737789578,0.737789578,0.458343252,0.684963812,0.192016094,0.520736583,0.341194716,0.401565146,0.368072242,0.352560085,0.290555513,0.850154045,0.245450522,0.27757446,0.397778957,0.473298627,0.576413565,0.526336232,0.347632682,0.451609068,0.316305723,0.428257274,0.491011145,0.507808144,0.408604184,0.196569134,0.057747101,0.499258011,0,0.666628846,0.690629571,0.380450692,0.368756511,0.241128184,0.280505593,0.321379779,0.362847931,0.307930231,0.411187255,0.337161409,0.316935533,0.657208161,0.936112941,0.55525857,0.678471402,0,0.326770841,0.577204078,0.379746136,0.349783478,0.099119186,0.595475898,0.238885579,0.495445819,0.338720391,0.908247038,0.324835556,0.224676723,0.510934692,0.469473663,0.519087001,0.340534261,0.731202973,0.304921084,0.741895924,0.723023181,0.79463932,0.24547812,0.940853471,0.703305978,0.4951423,0.764017198,0.33655135,0.637280554,0.434520672,0.255865029,0.425630049,0.895482951,0.826181855,0.940853471,0.975364669,0.323517038,0.379487064,0.43261588,0.326886589,0.541553256,0.391752983,0.334074986,0.386455743,0.473280259,0.336636218,0.283515873,0.808660716,0.762426633,0.115532246,0.894468587,0.947626093,0.451204353,0.715460018,0.782743275,0.157907218,0.348273431,0.54950095,0.547252917,0.371238435,0.471955606,0.79660513,0.553912018,0.446708192,0.553912018,0.838204119,0.099030036,0.610060506,0.361867764,0.309501607,0.711894348,0.377707796,0.37623085,0.344525863,0.352589086,0.337371814,0.347532925,0.358167832,0.352928596,0.363732898,0.363732898,0.342764847,0.348954597,0.492574839,0.852123998,1,0.636089144,0.457236432,0.599128079,0.331495081,0.716786347,0.370635861,0.418091621,0.640759636,0.365414795,0.226345613,0.223364637,0.41004016,0.326551043,0.339888213,0.359980512,0.531140837,0.782077402,0.347656324,0.348264257,0.90371699,0.769698336,0.348047873,0.329711512,0.658654181,0.693736715,0.419615536,0.379449612,0,0.354007254,0.380687895,0.34796313,0.34022751,0.323094034,0.337978195,0.549413759,0.575217602,0.546097019,0.574748717,0.605846291,0.499258011,0.750586194,0.255831497,0.579771857,0.997292521,0.034238403,0.678471402,0.479108032,0.494938511,0.463544006,0.367777644
浅川町,0.716940348,0.647948138,0.514005869,0.537780397,0.483502156,0.573725447,0.6880947,0.6880947,0.486018357,0.310164101,0.444417215,0.588432134,0.545699585,0.444529964,0.403752538,0.347649064,0.221447712,0.860394576,0.324730075,0.289846625,0.417846612,0.607567351,0.785131156,0.732558275,0.716802888,0.625172142,0.638282363,0.561460812,0.510315885,0.628833128,0.504351285,0.272555015,0.747966362,0.901019121,0,0.338239209,0.833338344,0.380450692,0.368756511,0.443417025,0.231526338,0.378279462,0.325317261,0.32678058,0.296936357,0.344781756,0.339380371,0.338297294,0.3027087,0.242661376,0.992659215,0,0.369878859,0.564689017,0.379746136,0.349783478,0.561454595,0.156866877,0.462904856,0.420874505,0.404770431,0.426596461,0.629567908,0.26206312,0.606348042,0.14251087,0.255013171,0.401702678,0.746332908,0.288209606,0.396251226,0.3947812,0.588466649,0.470189353,0.390791915,0.639604216,0.26618908,0.829708068,0.514115998,0.503432267,0.313748327,0.451054655,0.569994646,0.895482951,0.282310606,0.390791915,0.397268088,0.679207099,0.605541438,0.684377342,0.310828264,0.459236847,0.405790902,0.379502307,0.513817381,0.582390937,0.348335251,0.283515873,0.611509952,0.758505392,0.224133532,0.636328719,0.674245465,0.411651342,0.598830818,0.696291522,0.271889239,0.317415542,0.589105084,0.613756783,0.275261732,0.646500211,0.802674952,0.485740172,0.514890246,0.485740172,0.546722948,0.178971848,0.595702832,0.388417366,0.568830874,0.641894399,0.377707796,0.37623085,0.344525863,0.352589086,0.337371814,0.347532925,0.358167832,0.352928596,0.363732898,0.363732898,0.342764847,0.348954597,0.445679291,0.684327406,1,0.466241246,0.32494614,0.453586439,0.331495081,0.558856501,0.39824049,0.316961688,0.754927904,0.400343334,0.371040578,0.291323176,0.329174569,0.337210691,0.342232777,0.36295654,0.265998427,0.285491917,0.347656324,0.348264257,0.26079761,0.266786672,0.235643429,0.23177559,0.812903992,0.537879945,0.419615536,0.301912431,0,0.410862043,0.340350783,0.322518153,0.328922867,0.323094034,0.32074947,0.377928909,0.651540987,0.41933408,0.251257566,0.388871472,0.901019121,0.805251883,0.144701865,0.395527075,0.948203497,0.140065877,0.992659215,0.542294651,0.288525461,0.44425317,0.459090267
古殿町,0.559375184,0.585120705,0.434862385,0.405464366,0.611179113,0.098323454,0.647121385,0.647121385,0.326380759,0.4934743,0.274089269,0.580387309,0.153835242,0.47975353,0.381816175,0.350385335,0.315077636,0.913657139,0.243039775,0.212870328,0.523221054,0.691704583,0.846110668,0.286110555,0.57031615,0.242407709,0.494854683,0.301066168,0.380520955,0.34298909,0.366288882,0.286919438,0.734798279,0.574794197,0,0.596030106,0.73567459,0.380450692,0.368756511,0.530824799,0.26366469,0.370168414,0.29382061,0.28572125,0.343938737,0.362214109,0.316935533,0.381284356,0.898246367,0.661062592,0.282765884,0,0.384003307,0.414374677,0.379746136,0.349783478,0.556547194,0.262838759,0.407378711,0.203740384,0.190107801,0.908247038,0.648725934,0.224676723,0.569655483,0.347367188,0.651152477,0.313348297,0.373127827,0.42524373,0.342244242,0.523925586,0.67186299,0.235607769,0.68899133,0.874670887,0.450974707,0.520619843,0.33831286,0.743726639,0.263435033,0.657664978,0.533760737,0.895482951,0.727351666,0.68899133,0.714656143,0.323517038,0.516325312,0.653067621,0.293206978,0.43828358,0.366016799,0.348337482,0.446390632,0.553295465,0.323172984,0.283515873,0.779032902,0.62619496,0.200797386,0.639248763,0.70050168,0.415097617,0.622597573,0.476152404,0.338271323,0.333878502,0.585654355,0.712127406,0.477310296,0.410265562,0.963811899,0.288799101,0.711860805,0.288799101,0.488329361,0.031920526,0.267778514,0.370203355,0.50106067,0.776668463,0.377707796,0.37623085,0.344525863,0.352589086,0.337371814,0.347532925,0.358167832,0.352928596,0.363732898,0.363732898,0.342764847,0.348954597,0.744564609,0.753063359,1,0.395655107,0.314924149,0.443840877,0.331495081,0.539543132,0.342228657,0.480442878,0.559228016,0.381552199,0.395156405,0.291323176,0.329174569,0.329897778,0.333650046,0.352062212,0.265998427,0.285491917,0.347656324,0.348264257,0.26079761,0.266786672,0.235643429,0.239043334,0.812903992,0.654750364,0.349703864,0.29248483,0,0.371857551,0.340350783,0.314761135,0.31651794,0.323094034,0.310620602,0.377928909,0.651540987,0.538257897,0.289770856,0.407476018,0.574794197,0.778080097,0.217587626,0.536337957,0.997292521,0.027913542,0.282765884,0.368219044,0.397782672,0.384234945,0.388069338
